"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"420221","Catit Play N Scratch Toy Green","Cat It","Scratching Posts",NA,"1",NA,0.81
"314381","Pet Qwerks Cat Toy Kitty Incredibubbles","Pet Qwerks","Cat Bubbles",NA,"1","141g",0.93
"314269","Cat Scratch Post","Rosewood","Scratching Posts",NA,NA,NA,0.74
"420134","Rosewood Oregano Cat Scratching Post","Rosewood","Scratching Posts",NA,"1",NA,0.86
"420136","Rosewood Catwalk Collection Cat Post Tarragon","Rosewood","Scratching Posts",NA,"1","30 x 40 x 55cm",0.93
"454187","Grumpy Cat Toys Assorted","Rosewood","Catnip Toys",NA,"1","7cmx10cmx4cm",0.88
"431493","Wilko Laser Mouse Cat Toy","Wilko","Laser Mouse",NA,"1","6.5cm long, 3cm wide, 2.1cm deep",0.93
"454188","Wilko Catnip Leaves 25g","Wilko","Catnip Toys",NA,"1","9cmx14cmx2cm",0.93
"454189","Wilko Silvervine Twitchy Teaser","Wilko","Teaser Toys",NA,"1","35cmx8cmx3cm",0.93
"454190","Wilko Silvervine Mice 2pk","Wilko","Teaser Toys",NA,"2","21cm",0.93
"454191","Wilko Catnip Filled Toy Assorted Shape","Wilko","Catnip Toys",NA,"1","15cm",0.93
"454192","Wilko Pop Up Cube","Wilko","Play Tunnel",NA,"1","38cm",0.93
"94333","Wilko Cat Toy Assorted","Wilko","Catnip Toys",NA,NA,"One Size",0.86
