"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"335058","Curver Petlife Covered Pet Litter Tray Cream","Curver","Litter Tray","Cream","1","39cmx39cmx51cm",1
"335059","Curver Petlife Covered Pet Litter Tray Black","Curver","Litter Tray","Black","1","39cmx39cmx51cm",1
