"Article","Web Description","Brand","Capacity","Type","Colour","Pack Qty","Size","Assembly","Material","DQ Score"
"452133","Schwarzkopf Color Expert Hair ColourantDeep Amethyst 4.9","Schwarzkopf",NA,"Permanent",NA,"1",NA,"No",NA,0.825
