"Article","Web Description","Brand","Type","Colour","Pack Qty","DQ Score"
"314950","Wilko Pillow Protector Quilted White 50 x 75cm","Wilko","Pillow Protector","White","1",1
"324820","Wilko Supersoft Pillow 2pk 48 x 74cm","Wilko","Supersoft Value Pillow","White","2",1
"324828","Wilko Anti-Allergy Pillow 2pk 48 x 74cm","Wilko","Anti-Allergy Pillow","White","2pk",1
"324844","Wilko Front Sleeper Pillow 48 x 74cm","Wilko","Support Pillow","White","1",1
"324845","Wilko Back Sleeper Pillow Medium  48 x 74cm","Wilko","Support Pillow","White","1",1
"324887","Wilko Ultra Bounce Pillow 2pk 48 x 74cm","Wilko","Ultrabounce Pillow","White","2pk",1
"329727","Wilko V Shaped Pillow","Wilko","Luxury Pillow","White","1",1
"243582","Wilko Functional Pillow Protectors 74cm x 48cm2pk","Wilko Functional","Pillow Protector","White","2",1
"68312","Wilko Functional Pillows 2pk","Wilko Functional","Supersoft Value Pillow","White","2",1
