"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"135504","IKOPro High Performance Roof Felt Adhesive 2.5L","IKO","Roof Felt Adhesive",NA,NA,"1","2.5L",0.883333333333333
"135507","IKOpro Bitumen Paint Universal Black 2.5L","IKO","Protection Paint",NA,NA,NA,"2.5L",0.825
"135511","IKO Shed Felt Green Slate 8mx1m","IKO","Roof Felt",NA,NA,NA,"1mx8m",0.825
"135699","IKOpro Roof Repair Compound Universal Black 2.5kg","IKO","Roof Repair and Water Seal",NA,NA,NA,"2.5kg",0.825
"243441","IKOpro Flat Roof Renovator Universal 2.5L","IKO","Roof Repair and Water Seal",NA,NA,NA,"2.5L",0.825
"243448","IKOpro Rapid Repair Spray 500ml","IKO","Roof Repair and Water Seal","0.15m²",NA,"1","500ml",0.941666666666667
"243450","IKOpro Waterseal High Performance 2.5L","IKO","Roof Repair and Water Seal","4m²",NA,NA,"2.5L",0.883333333333333
"257196","IKO Waterproofing Super Shed Felt 8m x 1m","IKO","Roof Felt",NA,NA,NA,"1mx8m",0.825
"448682","IKO Super Shed Felt Black 8m","IKO","Shed Felt","8m2",NA,"1","8m",0.891666666666667
