"Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","DQ Score"
"446583","Wilko Faux Mongolian Cushion Teal 43x43cm","Wilko","Mongolian Cushion","Green","43 x 43cm","No",NA,0.941666666666667
"446586","Wilko Faux Mongolian Cushion Plum 43x43cm","Wilko","Mongolian Cushion","Purple","43 x 43cm","No",NA,0.941666666666667
"448472","Wilko Duvet Set Single Riviera FloralDuck Egg Blue","Wilko","Single Duvet Cover",NA,"Single","No",NA,0.883333333333333
"448473","Wilko Duvet Set Double Riviera FloralDuck Egg Blue","Wilko","Double Duvet Cover",NA,"Double","No",NA,0.883333333333333
"448474","Wilko Duvet Set King Riviera FloralDuck Egg Blue","Wilko","King Size Duvet Cover",NA,"King","No",NA,0.883333333333333
