"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"233666","Instant Power Heavy Duty Drain Opener 1L","Instant Power","Waste and Drain Cleaner","1","1L",1
"343476","Polymax Push Fit  Elbow 15mm","Polymax","Pipe Connectors","1","15mm",1
"343273","Wilko Copper Pipe 1m x 15mm","Wilko","Pipe","1","15mmx1m",1
"343285","Wilko Hose Clips  13-19mm 2pk","Wilko","Hose Clips","2pk","19mm",1
"343489","Wilko Shower Hose 1.75m","Wilko","Shower Hoses","1","1.75m",1
