"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"352495","Aptamil Growing Up Milk 1-2 Years 900g","Aptamil","Powdered Milk",NA,"1","900g",1
"147840","Thermos Originals Flask Black 0.5L","Thermos","Flasks","Black","1","500ml",1
"241904","Wilko Cooling Bottle 2pk","Wilko","Ice Packs","Blue","1","2 Pack",1
"250417","Wilko Vacuum Flask Stainless Steel 1L","Wilko","Flasks","Silver","1","1L",1
"318434","Wilko 1.2L Stainless Steel Jumbo Flask","Wilko","Flasks","Multi","1","1200ml",1
"447945","Wilko Fruit Infuser Bottle Pink 700ml","Wilko","Infuser Drinks Bottle","Pink","1","7.5cm x 7.5cm x 23cm",1
"447946","Wilko Fruit Infuser Bottle Purple 700ml","Wilko","Infuser Drinks Bottle","Purple","1","7.5cm x 7.5cm x 23cm",1
"447947","Wilko Fruit Infuser Bottle Blue 700ml","Wilko","Infuser Drinks Bottle","Blue","1","7.5cm x 7.5cm x 23cm",1
"447948","Wilko Fruit Infuser Bottle Green 700ml","Wilko","Infuser Drinks Bottle","Green","1","7.5cm x 7.5cm x 23cm",1
"447949","Wilko Fruit Infuser Bottle Black 1000ml","Wilko","Infuser Drinks Bottle","Black","1","10.7cm x 8cm x 27cm",1
