"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"340006","Essence Kajal Eyeliner Pencil Black 01","Essence","Eye Liner","Black","1",NA,0.93
"340007","Essence Kajal Eyeliner Pencil White 04","Essence","Eye Liner",NA,"1",NA,0.86
"340034","Essence Kajal Eyeliner Pencil Teddy 08","Essence","Eye Liner",NA,"1",NA,0.86
"340036","Essence Kajal Eyeliner Pencil Feel The Eclipse 21","Essence","Eye Liner",NA,"1",NA,0.86
"340040","Essence Long Lasting Eye Pencil Black Fever 01","Essence","Eye Liner",NA,"1",NA,0.86
"340044","Essence Long Lasting Eye Pencil Hot Chocolate 02","Essence","Eye Liner",NA,"1",NA,0.86
"340047","Essence Long Lasting EyePencil Cool Down 09","Essence","Eye Liner",NA,"1",NA,0.86
"340048","Essence Long Lasting Eye Pencil I Have A Green 12","Essence","Eye Liner",NA,"1",NA,0.86
"340051","Essence Long Lasting Eye Pencil Turqoise 17","Essence","Eye Liner",NA,"1",NA,0.86
"340053","Essence 2in1 Eyeliner Pen","Essence","Eye Liner",NA,"1",NA,0.86
"340055","Essence Blusher Brush","Essence","Face Brushes and Applicators","Multi","1",NA,0.93
"340056","Essence Powder Brush","Essence","Face Brushes and Applicators","Multi","1",NA,0.93
"340101","Essence Extra Long Lasting Eyeliner Pen Black 01","Essence","Eye Liner","Black","1",NA,0.93
"340102","Essence Super Fine Eyeliner Pen Black 01","Essence","Eye Liner",NA,"1",NA,0.86
"340104","Essence All Eyes On Me Multi Effect Mascara Black08","Essence","Mascara",NA,"1",NA,0.86
"340107","Essence Beauty Secret Fancy Lashes 01","Essence","False Eyelashes","Black","1",NA,0.93
"340127","Essence Maximum Definition Mascara Black 01","Essence","Mascara",NA,"1",NA,0.86
"340130","Essence All Eyes On Me Multi Effect MascaraSoft Black 01","Essence","Mascara","Black","1",NA,0.93
"340168","Essence French Manicure Tip Guides","Essence","Nail Care",NA,"1",NA,0.86
"340169","Essence Quick Dry Top Coat","Essence","Nail Polish",NA,"1",NA,0.86
"340174","Essence French Click and Go Nails","Essence","Nail Care",NA,"1",NA,0.86
"340203","Essence Liquid Ink Eyeliner Black","Essence","Eye Liner",NA,"1",NA,0.86
"340204","Essence Liquid Ink Eyeliner WaterproofBlack","Essence","Eye Liner","Black","1",NA,0.93
"340221","Essence Soft Touch Mousse Makeup Matte Sand 01","Essence","Liquid Foundation",NA,"1",NA,0.86
"340222","Essence Soft Touch Mousse Makeup Matte Beige 02","Essence","Liquid Foundation",NA,"1",NA,0.86
"340223","Essence Soft Touch Mousse Makeup Matte Honey 03","Essence","Liquid Foundation",NA,"1",NA,0.86
"340224","Essence Soft Touch Mousse Makeup Matte Ivory 04","Essence","Liquid Foundation",NA,"1",NA,0.86
"340245","Essence All About Matt Fixing Powder","Essence","Powder Foundation",NA,"1",NA,0.86
"340290","Essence I Love Stage Eyeshadow Base","Essence","Eye Shadow",NA,"1",NA,0.86
"340291","Essence I Love Extreme Volume Mascara Black 01","Essence","Mascara","Black","1",NA,0.93
"340292","Essence I Love Crazy Volume Mascara Black 01","Essence","Mascara","Black","1",NA,0.93
"340294","Essence Mattifying Compact Powder Perfect Beige 04","Essence","Powder Foundation",NA,"1",NA,0.86
"340296","Essence Mattifying Compact Powder Soft Beige 02","Essence","Powder Foundation",NA,"1",NA,0.86
"340298","Essence Mattifying Compact Powder Light Beige 10","Essence","Powder Foundation",NA,"1",NA,0.86
"340299","Essence Mosaic Compact Powder 01","Essence","Powder Foundation",NA,"1",NA,0.86
"340300","Essence Get Big Lashes Volume Boost Mascara Black","Essence","Mascara",NA,"1",NA,0.86
"340301","Essence Get Big Lashes Volume Boost WaterproofMascara Black","Essence","Mascara",NA,"1",NA,0.86
"340337","Essence Stay Natural Concealer Soft Beige 01","Essence","Concealer",NA,"1",NA,0.86
"340338","Essence Stay Natural Concealer Soft Sand 02","Essence","Concealer",NA,"1",NA,0.86
"340339","Essence Stay Natural Concealer Soft Nude 03","Essence","Concealer",NA,"1",NA,0.86
"340344","Essence Nail White Pencil","Essence","Nail Care",NA,"1",NA,0.86
"340345","Essence French Manicure And Pedicure Tip Painter","Essence","Nail Care",NA,"1",NA,0.86
"349908","Essence Kajal Pencil Fell The Mari Time 25","Essence","Eye Liner",NA,"1",NA,0.86
"349909","Essence Kajal Pencil Beach Bum 26","Essence","Eye Liner",NA,"1",NA,0.86
"349929","Essence Eyeliner Pen Deep Black Waterproof 01","Essence","Eye Liner","Black","1",NA,0.93
"349961","Essence Mattifying Compact Powder Pastel Beige 11","Essence","Powder Foundation",NA,"1",NA,0.86
"349963","Essence All About Matt Oil Control Paper","Essence","Oil Control Paper",NA,"1",NA,0.86
"400680","Essence Eyebrow Designer Pencil Black 01","Essence","Brows","Black","1",NA,0.93
"400681","Essence Eyebrow Designer Pencil Brown 02","Essence","Brows","Brown","1",NA,0.93
"400682","Essence Eyebrow Designer Pencil Blonde 04","Essence","Brows","Brown","1",NA,0.93
"400683","Essence Eyebrow Designer Pencil Soft Blonde 05","Essence","Brows",NA,"1",NA,0.86
"400702","Essence Eyebrow Styling Set Natural Brunette 02","Essence","Brows","Brown","1",NA,0.93
"400703","Essence Eyebrow Stylist Set Natural Blonde 02","Essence","Brows","Yellow","1",NA,0.93
"400704","Essence Eyebrow Tweezer","Essence","Tweezers","Multi","1",NA,0.93
"400711","Essence Lash and Brow Gel Mascara","Essence","Mascara",NA,"1",NA,0.86
"400712","Essence Make Up Bag","Essence","Cosmetic and Toiletry Bags","Multi","1",NA,0.93
"400713","Essence Precise Eyeliner Brush","Essence","Eye Liner",NA,"1",NA,0.86
"400753","Essence Sun Club Matt Bronzing Powder Sun Kissed10","Essence","Bronzer","Brown","1",NA,0.93
"400754","Essence Sun Club Large Bronzing Powder 02","Essence","Bronzer","Brown","1",NA,0.93
"400767","Essence Stay All Day 16H Long LastingConcealer Natural Beige 10","Essence","Concealer",NA,"1",NA,0.86
"400768","Essence Stay All Day 16H Long Lasting ConcealerSoft Beige 20","Essence","Concealer",NA,"1",NA,0.86
"400771","essence make-up and powder sponges","Essence","Face Brushes and Applicators","Multi","1",NA,0.93
"400825","Essence Nail Art Kit Designer Set","Essence","Nail Polish",NA,"1",NA,0.86
"400839","Essence Nail Art Stampy Designs 01","Essence","Nail Art",NA,"1",NA,0.86
"400842","Essence Nail Art Stampy Set 01","Essence","Nail Art",NA,"1",NA,0.86
"400852","Essence 2in1 Profi Nail File","Essence","Nail Care",NA,"1",NA,0.86
"400853","Essence Bufferfile 6 in 1","Essence","Nail Care",NA,"1",NA,0.86
"400864","Essence Profi Nail File 4in1","Essence","Nail Care",NA,"1",NA,0.86
"400866","Essence Studiom Nails 2 Way Profi File","Essence","Nail Care",NA,"1",NA,0.86
"400870","Essence Studio Nails Banana File","Essence","Nail Care",NA,"1",NA,0.86
"400885","Essence Studio Nails Rosewood Sticks","Essence","Nail Care",NA,"1",NA,0.86
"400886","Essence Studio Nails Sweet Mini File","Essence","Nail Care",NA,"1",NA,0.86
"410011","Essence Lash Princess Volume Mascara","Essence","Mascara","Black","1",NA,0.93
"410056","Essence French Manicure Crerative Tip GuidesFrom Heaven With Love 02","Essence","Nail Care",NA,"1",NA,0.86
"410057","Essence Gel Look Nail Plumping Top Coat","Essence","Nail Polish","Clear","1",NA,0.93
"415963","Essence Eye Blender Brush","Essence","Eye Care and Brushes",NA,"1",NA,0.86
"415966","Essence Make Me Brow Eyebrow Gel MascaraBlondy Brown","Essence","Mascara","Brown","1",NA,0.93
"415967","Essence Make Me Brow Eyebrow Gel MascaraBrowny Brows 02","Essence","Mascara","Brown","1",NA,0.93
"415994","Essence Studio Nails Cuticle Remover Pen","Essence","Nail Care",NA,"1",NA,0.86
"415995","Essence Studio Nails Nail Care Pen","Essence","Nail Care",NA,"1",NA,0.86
"415996","Essence Studio Nail Polish Corrector Pen","Essence","Nail Care",NA,"1",NA,0.86
"416000","Essence Falsa Lash Effect Mascara Princess 12ml","Essence","Mascara","Black","1",NA,0.93
"416004","Essence Long Lasting Eye Pencil Purple Grey 20","Essence","Eye Liner","Grey","1",NA,0.93
"416061","essence the gel nail polish 01","Essence","Nail Polish","White","1",NA,0.93
