"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"161629","Wilko Large Dish Drainer Chrome Effect","Wilko","Dish Drainers","Metal",NA,"Large",0.93
"317174","Wilko Platinum Cutlery Tray Large","Wilko","Cutlery Trays","Metal",NA,"Large",0.93
"317186","Wilko Washing Up Bowl Angora","Wilko","Bowls","Cream",NA,"9.5L",0.93
"317187","Wilko Dish Drainer Angora Large","Wilko","Dish Drainers","Cream",NA,"Large",0.93
"317188","Wilko Cutlery Tray Angora Large","Wilko","Cutlery Trays","Cream",NA,"Large",0.93
"317209","Wilko Colourplay Bowl Purple","Wilko","Bowls","Purple",NA,"9.5L",0.93
"328899","Wilko Colourplay Cutlery Tray Red","Wilko","Cutlery Trays","Red",NA,"Small",0.93
"351552","Wilko Gloss Curve Dish Drainer Black Large","Wilko","Dish Drainers",NA,"1",NA,0.86
"414241","Wilko Dish Drainer Love Heart Design","Wilko","Dish Drainers",NA,"1",NA,0.86
"414349","Wilko Cutlery Drainer Cream","Wilko","Cutlery Drainers",NA,"1","17cmX16cmX13cm",0.93
"414350","Wilko Cutlery Drainer Grey","Wilko","Cutlery Drainers",NA,"1","18X16X13CM",0.93
"414351","Wilko Cutlery Drainer Red","Wilko","Cutlery Drainers",NA,"1","17cmX16cmX13cm",0.93
"414352","Wilko Cutlery Drainer Purple","Wilko","Cutlery Drainers",NA,"1","18X16X13CM",0.93
"435932","Wilko Collapsible Bowl","Wilko","Bowls",NA,NA,NA,0.79
"435935","Wilko Collapsible Drainer","Wilko","Dish Drainers",NA,NA,NA,0.79
"317169","Wilko Cutlery Tray White Small","Wilko Functional","Cutlery Trays","White",NA,"Small",0.88
"317170","Wilko Dish Drainer White Small","Wilko Functional","Dish Drainers","White",NA,"Small",0.88
