"Article","Web Description","Brand","DQ Score"
"444839","Two Tier Dish Drainer Red","Benross",0.95
"450047","Microfibre Sink Drying Mat","Wilko",0.95
"317169","Wilko Cutlery Tray White Small","Wilko Functional",0.88
"317170","Wilko Dish Drainer White Small","Wilko Functional",0.88
"317171","Wilko Square Bowl White Small","Wilko Functional",0.95
