"Article","Web Description","Brand","DQ Score"
"343225","Cheese Shaped Door Wedge","Wilko",0.81
"343797","Short Link Welded Chain Bright Zinc  2m x 3mm","Wilko",0.81
"344156","Eliza Tinsley Long Link Welded Chain 2m x 5mm","Wilko",0.81
"344175","Eliza Tinsley Polypropylene Rope Reel 15m x 8mm","Wilko",0.88
"344203","Eliza Tinsley Nylon Rope 0.25 x 50in White","Wilko",0.88
"344206","Eliza Tinsley Polypropylene Rope Blue and Red15m x 6mm","Wilko",0.88
"344293","Eliza Tinsley Webbing Handi Reel Black 15m","Wilko",0.88
"344297","Eliza Tinsley Webbing Handi Reel Yellow 15m","Wilko",0.81
"344301","Eliza Tinsley Shock Cord Handi Reel White 15m","Wilko",0.88
"344359","Eliza Tinsley Wire Rope Grips Bright Zinc 4pk","Wilko",0.81
"344559","Removable Strips Foot Shape 6pk","Wilko",0.81
"344932","Magnetic Catch White Single Plate","Wilko",0.81
"345546","Corner Brace Zinc Plated 25mm","Wilko",0.88
"345576","Funky Key Covers 5pk","Wilko",0.81
"345579","Oval Wardrobe Rail Set","Wilko",0.81
"345082","Wilko Wood Screw 60mm 8pk","Wilko Best",0.81
