"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"286951","Calypso Once A Day Sun Protection Kids High SPF40150ml","Calypso","Baby and Kids Suncream","1","150ml",1
"201000","Garnier Ambre Solaire After Sun Lotion 200ml","Garnier","Aftersun","1","200ml",1
"242754","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF20 200ml","Garnier","Sun Cream Spf20","1","200ml",1
"253515","Garnier Ambre Solaire Kids Sun Cream SpraySPF50+ 200ml","Garnier","Baby and Kids Suncream","1","200ml",1
"315950","Garnier Ambre Solaire After Sun Lotion 400ml","Garnier","Aftersun","1","400ml",1
"409339","Garnier Ambre Solaire Kids Sensitive Sun CreamLotion SPF50+ 200ml","Garnier","Baby and Kids Suncream","1","200ml",1
"409340","Garnier Ambre Solaire Kids Sensitive Sun CreamSpray SPF50+ 200ml","Garnier","Baby and Kids Suncream","1","200ml",1
"409341","Garnier Ambre Solaire Kids Sensitive Sun CreamTrigger Spray SPF50+ 200ml","Garnier","Baby and Kids Suncream","1","200ml",1
"409343","Garnier Ambre Solaire Baby in the Shade Sun CreamSPF50 50ml Travel","Garnier","Baby and Kids Suncream","1","50ml",1
"409344","Garnier Ambre Solaire Ultra-hydrating Sun CreamSPF30 50ml Travel","Garnier","Sun Cream Spf30","1","50ml",1
"409347","Garnier Ambre Solaire Kids Sensitive Sun CreamSPF50+ 50ml Travel","Garnier","Baby and Kids Suncream","1","50ml",1
"430629","Garnier Ambre Solaire Kids Sensitive Anti-SandSun Cream Spray SPF50+ 200ml","Garnier","Baby and Kids Suncreams","1","200ml",1
"433413","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF30 200ml","Garnier","Sun Cream SPF30","1","200ml",1
"315817","Hawaiian Tropic Protect Oil SPF8 200ml","Hawaiian","Sun Oil","1","200ml",1
"315818","Hawaiian Tropic Protect Oil SPF15 200ml","Hawaiian","Sun Oil","1","200ml",1
"319910","Hawaiian Tropic Silk Hydration SPF15 180ml","Hawaiian","Sun Cream SPF15","1","180ml",1
"151206","Nivea Sun Protect And Moisture Sun SpraySPF15 Medium 200ml","Nivea","Sun Cream Spf15","1","200ml",1
"187125","Nivea Sun Protect And Moisture Sun SpraySPF30 High 200ml","Nivea","Sun Cream Spf30","1","200ml",1
"242831","Nivea Sun Protect And Moisture Sun LotionSPF15 Medium 200ml","Nivea","Sun Cream Spf15","1","200ml",1
"242835","Nivea Sun Kids Sun Lotion SPF50+Very High 200ml","Nivea","Baby and Kids Suncream","1","200ml",1
"242838","Nivea Sun Protect And Moisture Sun Spray SPF50+Very High 200ml","Nivea","Sun Cream Spf50","1","200ml",1
"276609","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF20 Medium 200ml","Nivea","Sun Cream Spf20","1","200ml",1
"286605","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF30 High 200ml","Nivea","Sun Cream Spf30","1","200ml",1
"301789","Nivea Sun Kids Pocket Size Lotion SPF30 High 50ml","Nivea","Baby and Kids Suncream","1","50ml",1
"315236","Nivea Sun Moisturising After Sun Lotion 400ml","Nivea","Aftersun","1","400ml",1
"331791","Nivea Sun Protect And Refresh Cooling Sun MistSPF30 High 200ml","Nivea","Sun Cream Spf30","1","200ml",1
"347356","Nivea Sun Protect And Refresh Invisible CoolingSun Spray SPF50 High 200ml","Nivea","Sun Cream Spf50","1","200ml",1
"347357","Nivea Sun Protect And Refresh Refreshing Sun SpraySPF50 High 200ml","Nivea","Sun Cream Spf50","1","200ml",1
"409353","Nivea Sun Protect And Bronze Tan ActivatingProtecting Oil SPF20 Medium 200ml","Nivea","Sun Cream Spf20","1","200ml",1
"348837","Wilko Suncare Lotion SPF15 200ml","Wilko","Sun Cream Spf15","1","200ml",1
"348838","Wilko Suncare Lotion SPF30 200ml","Wilko","Sun Cream Spf30","1","200ml",1
"348839","Wilko Suncare Lotion SPF50 200ml","Wilko","Sun Cream Spf50","1","200ml",1
"348840","Wilko Suncare Spray SPF15 200ml","Wilko","Sun Cream Spf15","1","200ml",1
"348841","Wilko Suncare Spray SPF30 200ml","Wilko","Sun Cream Spf30","1","200ml",1
"348842","Wilko Suncare Spray Clear SPF15 200ml","Wilko","Sun Cream Spf15","1","200ml",1
"348843","Wilko Suncare Spray Clear SPF30 200ml","Wilko","Sun Cream Spf30","1","200ml",1
"348845","Wilko Suncare Kids SPF50 150ml","Wilko","Baby and Kids Suncream","1","150ml",1
"348848","Wilko Suncare Sensitive SPF50 200ml","Wilko","Sun Cream Spf50","1","200ml",1
"348850","Wilko Suncare Facial SPF30 100ml","Wilko","Sun Cream Spf30","1","100ml",1
"348852","Wilko After Sun Aloe Vera Gel 200ml","Wilko","Aftersun","1","200ml",1
"348853","Wilko After Sun Aloe Vera Lotion 200ml","Wilko","Aftersun","1","200ml",1
