"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"403677","Bloo Pink In Cistern One Block Free","Bloo","Toilet Blocks and Strips","1",NA,0.9125
"418124","Bloo Blue In Cistern Bogof Pack","Bloo","Toilet Blocks and Strips",NA,NA,0.825
"418125","Bloo Citrus In Cistern Bogof Pack","Bloo","Toilet Blocks and Strips",NA,NA,0.825
"425931","Bloo Toliet Gel Micro Sparkle 750ml","Bloo","Toilet Cleaner",NA,"750ml",0.9125
"135697","Domestos Pink Power Bleach 750ml","Domestos","Bleach",NA,"750ml",0.9125
"264216","Domestos Zero Limescale Toilet Limescale Remover750ml","Domestos","Toilet Cleaner",NA,"750ml",0.9125
"339548","Domestos Ultra White N Shine 750ml","Domestos","Bleach",NA,"750ml",0.9125
"400123","Domestos Power Fresh Lime Toilet Gel 700ml","Domestos","Toilet Cleaner",NA,"700ml",0.9125
"400124","Domestos Power Fresh Ocean Toilet Gel 700ml","Domestos","Toilet Cleaner",NA,"700ml",0.9125
"400125","Domestos Power Fresh Citrus Toilet Gel 700ml","Domestos","Toilet Cleaner",NA,"700ml",0.9125
"417765","Domestos 3in1 Rim Block Ocean","Domestos","Toilet Blocks and Strips","1",NA,0.9125
"421554","Domestos Rimblock Power 5 Lime 55g","Domestos","Toilet Blocks and Strips",NA,"55g",0.9125
"271964","Harpic Power Plus Toilet Cleaner Citrus 750ml","Harpic","Toilet Cleaner",NA,"750ml",0.9125
"403686","Harpic White and Shine Bleach with BakingSoda 750ml","Harpic","Bleach","1",NA,0.9125
"332013","Mr Muscle Toilet Power Original 750ml","Mr Muscle","Toilet Cleaner",NA,"750ml",0.9125
"403681","Parozone Bleach Pink 1L","Parozone","Bleach","1",NA,0.9125
"403683","Parozone Bleach Citrus 1L","Parozone","Bleach","1",NA,0.9125
"293101","Duck Fresh Disc 5in1 Marine 36ml","Toilet Duck","Toilet Blocks and Strips",NA,"36ml",0.8625
"293102","Toilet Duck Fresh Disc 5in1 Lime 36ml","Toilet Duck","Toilet Blocks and Strips",NA,"35ml",0.9125
"293105","Toilet Duck Fresh Gel Discs 4in1 Lavender 36ml","Toilet Duck","Toilet Blocks and Strips",NA,"36ml",0.9125
"346486","|Toilet Duck 5 In 1 Rim Marine Black 41g","Toilet Duck","Toilet Blocks and Strips",NA,"41g",0.9125
"403562","Toilet Duck 5in1 Rimblock Citrus","Toilet Duck","Toilet Blocks and Strips","1",NA,0.9125
"411780","Toilet Duck 5in1 Liquid Mint 750ml","Toilet Duck","Toilet Cleaner","1",NA,0.9125
"453214","Toilet Duck Foaming Bleach Marine 750ml","Toilet Duck","Toilet Cleaner","1",NA,0.9125
"453215","Toilet Duck Foaming Bleach Pine 750ml","Toilet Duck","Toilet Cleaner","1",NA,0.9125
"453216","Toilet Duck Liquid Lavender 750ml","Toilet Duck","Toilet Cleaner","1",NA,0.9125
"333517","Wilko Toilet Wipes Clean and Fresh 42pk","Wilko","Moist Wipes","1",NA,0.9125
"437713","Wilko Liquid Rim Block and 2 Refills Aqua","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"437714","Wilko Liquid Rim Block and 2 Refills Rose and Raspberry Blossom","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"437715","Wilko Dual Chamber Rim Block and 2 RefillsWhite Peony and Eucalyptus Rose and Raspberry","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"437716","Wilko Functional Rim Block","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"438118","Wilko Cistern Block Blue 4pk","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"438119","Wilko Cistern Block Purple 4pk","Wilko","Toilet Blocks and Strips","1",NA,0.9125
"351810","Wilko Functional Toilet Tissues White 6 Rolls190 Sheets 2 Ply","Wilko Functional","Toilet Roll","6",NA,0.9125
