"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"313503","Adidas Shower Gel Ice Dive 250ml","Adidas","Male Shower Gel and Body Wash",NA,"250ml",0.9125
"449634","Adidas Champions League 3 Shower Gel 250ml","Adidas","Male Shower Gel and Body Wash","1",NA,0.9125
"225164","Carex Complete Sensitive Handwash 250ml","Carex","Hand Wash",NA,"250ml",0.9125
"253711","Carex Complete Moisture Plus Handwash 250ml","Carex","Hand Wash",NA,"250ml",0.9125
"254008","Carex Complete Sensitive Hand Gel 50ml","Carex","Hand Wash",NA,"50ml",0.9125
"280273","Carex Liquid Handwash Manuka Honey and Oatmilk250ml","Carex","Hand Wash",NA,"250ml",0.9125
"325552","Carex Protect+ Plus Moisturising Handwash250ml","Carex","Hand Wash","1",NA,0.9125
"325566","Carex Complete Handwash Strawberry Laces 250ml","Carex","Hand Wash","1",NA,0.9125
"450547","Carex Original Shower Gel 500ml","Carex","Shower Gel and Body Wash",NA,NA,0.825
"450548","Carex Moisture Plus Shower Cream 500ml","Carex","Shower Gel and Body Wash",NA,NA,0.825
"450549","Carex Strawberry Fun Shower and Bath 500ml","Carex","Shower Gel and Body Wash",NA,NA,0.825
"450550","Care Care+ Plus Handwash Coconut Oil and Almond250ml","Carex","Hand Wash",NA,NA,0.775
"450552","Carex Care+ Plus Handwash Macadamia Oil andVanilla 250ml","Carex","Hand Wash",NA,NA,0.775
"78925","Carex Complete Original Handwash 250ml","Carex","Hand Wash",NA,"250ml",0.9125
"93711","Cussons Mild Cream Soap 4 x 90g","Cussons","Soap","4pk",NA,0.9125
"324200","Dettol No Touch Handwash Refill, Odour Neutral250ml","Dettol","Hand Wash",NA,"250ml",0.9125
"324203","Dettol No Touch Handwash Unit with Cucumber Refill","Dettol","Hand Wash",NA,"250ml",0.9125
"325536","Disney Princess Bath and Shower Bubbles 400ml","Disney","Bubble Bath, Creams and Oils","1",NA,0.9125
"441277","Marvel Avengers Superhero Body Wash 400ml","Disney","Bubble Bath, Creams and Oils","1",NA,0.8625
"441747","Disney Pixar Finding Dory Bath and Shower Bubbles400ml","Disney","Bubble Bath, Creams and Oils",NA,NA,0.825
"452979","Disney Frozen Bath and Shower Bubbles","Disney Frozen","Bubble Bath, Creams and Oils","1",NA,0.9125
"140151","Dove Beauty Cream Handwash 250ml","Dove","Hand Wash",NA,"250ml",0.9125
"166291","Dove Indulging Cream Bath 500ml","Dove","Bubble Bath, Creams and Oils",NA,"500ml",0.9125
"228528","Dove Beauty Cream 2 x 100g","Dove","Soap",NA,"100g",0.9125
"276789","Dove Liquid Hand Wash 250mlShea Butter and Warm Vanilla","Dove","Hand Wash",NA,"250ml",0.9125
