"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"273949","Pratica Tendenza Floating Shelf Kit White25cm x 60cm","Tendenza","Floating Shelves","White","1","25cmx60cm","MDF",1
"273950","Practica Tendenza Floating  Shelf Kit White25cm x 100cm","Tendenza","Floating Shelves","White","1","25cmx100cm","MDF",1
"273951","Pratica Tendenza Floating Shelf Kit Oak Effect25cm x 60cm","Tendenza","Floating Shelves","Cream","1","25cmx60cm","MDF",1
"273952","Pratica Tendenza Floating Shelf Oak Effect25cm x 100cm","Tendenza","Floating Shelves","Cream","1","25cmx100cm","MDF",1
