"Article","Web Description","Brand","DQ Score"
"449498","Zaplites 200 LED String Lights App ControlledWhite","Festive",0.95
"449499","Zaplites 200 LED String Lights App ControlledWarm White","Festive",0.95
"449500","Zaplites 200 LED String Lights App ControlledMulti-Coloured","Festive",0.95
"449501","Zaplites 360 LED String Lights App ControlledWhite","Festive",0.95
"449502","Zaplites 360 LED String Lights App Controlled WarmWhite","Festive",0.95
"449503","Zaplites 360 LED String Lights App ControlledMulti-Coloured","Festive",0.95
"453158","Eric Light Shade 30.5cm","Lighting and Interiors Group",0.88
"453159","Emilio Pendant Shade Chrome","Lighting and Interiors Group",0.88
"453160","Emilio Pendant Shade Copper Finish","Lighting and Interiors Group",0.88
"453163","Maya Table Lamp Mirror Crackle and Chrome EffectBase","Lighting and Interiors Group",0.85
"453164","Maya Floor Lamp Crackle","Lighting and Interiors Group",0.85
"453165","Vintage Floor Lamp Grey","Lighting and Interiors Group",0.85
"453167","Vintage Floor Lamp Cream","Lighting and Interiors Group",0.85
"453168","Nicholas Table Lamp Antique Brass","Lighting and Interiors Group",0.85
"453171","Grantham Floor Lamp Satin Nickel","Lighting and Interiors Group",0.85
"453172","Grantham Floor Lamp Antique Brass","Lighting and Interiors Group",0.85
"453173","Sven Floor Lamp Grey","Lighting and Interiors Group",0.85
"453174","Medina Touch Table Lamp Hammered ChromeEffect Finish","Lighting and Interiors Group",0.85
"453175","Jodrell Ceiling Fitting Chrome","Lighting and Interiors Group",0.85
"453176","Aslan Table Lamp Blue and White","Lighting and Interiors Group",0.85
"453177","Thistle Table Lamp Sage Green","Lighting and Interiors Group",0.85
"453178","Vienna Floor Lamp Satin Chrome Effect Base","Lighting and Interiors Group",0.85
"453179","Iris Floor Lamp Antique Brass","Lighting and Interiors Group",0.85
"453186","Acrylic Petal Floor Lamp White/Chrome","Lighting and Interiors Group",0.85
"am00036","Nelson Floor Lamp Satin Chrome","Lighting and Interiors Group",0.95
"am00063","Nottingham 5 Light Fitting Antique Brass","Lighting and Interiors Group",0.9
"452483","Anika Retro Touch Base Table Lamp","Other",0.833333333333333
"436839","Wilko Paper Floor Lamp","Wilko Functional",0.8
