"Article","Web Description","Brand","DQ Score"
"337719","Who's Hiding 1001 Things to Find at Christmas","Igloo",0.6
"406507","Christmas Themed Picture Storybook Assortment","Igloo",0.6
"423052","Kids Hobby Tins Street Magic","Igloo",0.6
"423053","Kids Hobby Tins Beads & Charms","Igloo",0.6
"423054","Kids Hobby Tins Amazing Balloon Modelling","Igloo",0.6
"423055","Glitter Box My First Beauty Set","Igloo",0.6
"440904","Creative Tin Extra Enchanting Nature","Igloo",0.6
"440905","Creative Tin Extra Soothing Patterns","Igloo",0.6
"440916","Book & Plush Santa's Little Elf","Igloo",0.81
"440917","My Glow in The Dark Space Set","Igloo",0.6
"440925","Colouring Fun Deluxe Assortment","Igloo",0.6
"440927","Xmas Themed Wobbly Eyes Book Assortment","Igloo",0.6
"325757","Wilko Stingray Sledge","Parallax",0.6
"421067","Latte Mug Gift Set of 2","Wilko",0.6
"439785","Winter Whimsy Cocoa Assorted Flavours Set of 4","Wilko",0.6
"439786","Coffee Syrup Set of 4 Assorted Flavours","Wilko",0.6
"439795","Cocktail Shaker and Mixer Set Assorted Flavours","Wilko",0.6
"439797","Lab Shot Glass and Mixers Set of 4","Wilko",0.6
"439798","Mini Mason Shot Glasses and Mixers Set of 4","Wilko",0.6
"439799","Day of the Dead Skull Filled with Hot Sauce 740ml","Wilko",0.6
"439804","Hot Sauce Assorted Flavours Set of 4","Wilko",0.6
"439806","Skull Shot Glass and Mixers Set of 4","Wilko",0.6
"439810","Margarita Cocktail Set with Extra Large Glass","Wilko",0.6
"439811","Martini/Cosmo Cocktail Set with Extra Large Glass","Wilko",0.6
"439812","Cupcake Mix in a Mug 5 Minutes","Wilko",0.6
"439818","Beer Glass 2.5 pint","Wilko",0.6
"440496","Craft Crazy Ribbons 4 x 1m Asst","Wilko",0.6
