"Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","DQ Score"
"448475","Wilko Duvet Set Single Symmetry BlossomCream and Red","Wilko","Single Duvet Cover",NA,"Single","No",NA,0.883333333333333
"448476","Wilko Duvet Set Double Symmetry BlossomCream and Red","Wilko","Double Duvet Cover",NA,NA,"No",NA,0.825
"448477","Wilko Duvet Set King Symmetry BlossomCream and Red","Wilko","King Size Duvet Cover",NA,"King","No",NA,0.883333333333333
