"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"293426","Wilko Battery Operated Tealight","Wilko","Tea Lights","Yellow","1","9.5cm",1
"325659","Wilko Ceramic Lamp Parchment","Wilko","Table Lamps","Cream","1","Single",1
"326053","Wilko 2 Tone Acrylic Pendant Smoke","Wilko","Pendants","Grey","1","Single",1
"326137","Wilko Retro Swirl Shade Olive","Wilko","Light Shades","Green","1","30cm",1
"326178","Wilko Tapered Shade Parchment","Wilko","Light Shades","Cream","1","28cm",1
"326199","Wilko Satin Tapered Shade White","Wilko","Light Shades","White","1","29cm",1
"329149","Wilko Capiz Angular Drum Silver","Wilko","Light Shades","Silver","1","16cm",1
"329152","Wilko Capiz Dome Shade Natural","Wilko","Pendants","Silver","1","31cm",1
"329153","Wilko Brass Beaded Pendant Mocha","Wilko","Pendants","Brown","1","27cm",1
"329166","Wilko Beaded Ball Pendant Shade Teal","Wilko","Pendants","Blue","1","22cm",1
"341916","Wilko Halogen PIR Floodlight 400W","Wilko","Outdoor Lighting",NA,"1","Width 18.7cm Depth 13cm Height 26.5cm",1
"341917","Wilko Halogen PIR Floodlight 120W","Wilko","Outdoor Lighting",NA,"1","Width 10cm Depth 10.3cm Height 16cm",1
"341922","Wilko 6 Sided PIR Wall Lantern 60w","Wilko","Outdoor Lighting",NA,"1","Width 23.2cm Depth 17.3cm Height 37.1cm",1
"341923","Wilko Dual Illumination Wall Light","Wilko","Outdoor Lighting",NA,"1","Width 11cm, Depth 5.5cm, Height 37cm",1
"341925","Wilko Fishermans Wall Lantern 60w","Wilko","Outdoor Lighting",NA,"1","Width: 14cm, Depth: 10.5cm, Height: 19cm",1
"342596","Wilko 3 Tier Shade Plum","Wilko","Light Shades","Purple","1","3 Tier",1
"440024","Wilko Christmas Suction Cups Giant 2pk","Wilko","Suction Cups",NA,NA,NA,1
"440025","Wilko Christmas Gutter Hooks Mini 20pk","Wilko","Light Hooks",NA,NA,NA,1
"440026","Wilko Christmas Rope Light Hooks 20pk","Wilko","Light Hooks",NA,NA,NA,1
"440027","Wilko Christmas Suction Cups 10pk","Wilko","Suction Cups",NA,NA,NA,1
"440028","Wilko Christmas Gutter Hooks Large 10pk","Wilko","Light Hooks",NA,NA,NA,1
"6745","Wilko Functional Paper Shade White12 to 14in","Wilko Functional","Light Shades","White","1","30cm",1
"6746","Wilko Functional Paper Shade White 16in","Wilko Functional","Light Shades","White","1","40cm",1
