"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Size","DQ Score"
"XMD","LIG","204276","Wilko Christmas Light Extension Lead with Green Cable 20m","Wilko","Extension Leads",NA,NA,NA,"20m",0.86
