"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"XMD","FOI","8812645","Christmas Traditions Snow Spray 150ml","Festive","17.7CM","4.5CM","4.5CM","Decorative Spray","150ml","White","1",NA,"No",NA,NA,NA,NA,"16+",NA,0.6
"XMD","FOI","129288","Wilko Christmas Foil Lametta Silver","Wilko","48.0CM","9.0CM",".2CM","Lametta","50.8 x 45.7cm","Silver","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","292080","Wilko Christmas Tinsel Silver 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Silver","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","292081","Wilko Christmas Tinsel Gold 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Gold","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","292082","Wilko Christmas Tinsel Red 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Red","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","322343","Wilko Christmas Foil Garland Silver 2.7m 2pk","Wilko","20.0CM","16.5CM",".3CM","Foil Garlands","9 x 9 x 270cm","Silver","2","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","322731","Wilko Christmas Paper Chains Red White and Silver","Wilko","20.2CM","7.0CM",".3CM","Foil Garlands",NA,"Multi","1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","322732","Wilko Christmas Decoration Foil Ball Red","Wilko","34.0CM","17.7CM",".3CM","Ceiling Decorations","28 x 28cm","Red","1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","322736","Wilko Christmas Luxury Foil Garland Silver Holographic 2.7m","Wilko","27.0CM","26.7CM",".5CM","Foil Garlands","17 x 17 x 270cm","White","1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","323007","Wilko Christmas Foliage Tinsel 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Green","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","323012","Wilko Christmas Tinsel Shiny Pewter 2 Metres","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Grey","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","334642","Wilko Christmas Decoration Foil Star Silver","Wilko","34.0CM","17.7CM",".4CM","Ceiling Decorations","60 x 60cm",NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","334644","Wilko Christmas Decoration Foil Star Red","Wilko","34.0CM","17.7CM",".3CM","Ceiling Decorations","60 x 60cm",NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","334648","Wilko Christmas Garland Holly 2m","Wilko","55.0CM","14.0CM","12.0CM","Garlands","2m",NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","334658","Wilko Christmas Decoration White Paper Snowflake Small","Wilko","22.0CM","12.5CM",".5CM","Ceiling Decorations","32 x 30 cm","White","1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","334676","Wilko Christmas Decoration Foil Ball Silver","Wilko","34.0CM","17.7CM",".3CM","Ceiling Decorations","28 x 28cm","Silver","1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","334678","Wilko Christmas Foil Garland Red 2.7m 2pk","Wilko","19.7CM","16.5CM",".5CM","Foil Garlands","9 x 9 x 270cm",NA,"2","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","401272","Wilko Christmas Mini Window Stickers Kids Characters 5pk","Wilko","25.0CM","20.5CM",".2CM","Window Stickers","Assorted","Multi","5","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","401274","Wilko Christmas Decoration White Paper Snowflake Large","Wilko","36.0CM","12.0CM",".5CM","Ceiling Decorations","54 x 54cm","White","1","Paper","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","401573","Wilko Christms Tinsel Pearl Gold 2 Metres","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Gold","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","401865","Wilko Christmas Foil Garland Gold 2.7m","Wilko","27.0CM","26.7CM",".5CM","Foil Garlands","17 x 17 x 270cm",NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","401874","Wilko Christmas Decoration Snowflake Chain Silver4pk","Wilko","32.0CM","13.6CM",".2CM","Ceiling Decorations","90cm",NA,"1","PVC","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","FOI","419649","Wilko Christmas Decoration Foil Star White and Pearlescent","Wilko","34.0CM","17.7CM",".3CM","Ceiling Decorations","60 x 60cm","White","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","419651","Wilko Christmas Foil Garland Silver 2.7m","Wilko","19.7CM","16.5CM",".5CM","Foil Garlands","17 x 17 x 270cm","Multi","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","419652","Wilko Christmas Foil Garland Red 2.7m","Wilko","27.0CM","26.7CM",".4CM","Foil Garlands","17 x 17 x 270cm","Red","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","419654","Wilko Christmas Foil Garland Matt Red 2.7m","Wilko","19.7CM","16.5CM",".5CM","Foil Garlands","17 x 17 x 270cm","Red","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","419925","Wilko Christmas Foil Garland Gold 2.7m 2pk","Wilko","19.7CM","16.5CM",".5CM","Foil Garlands","9 x 9 x 270cm","Gold","2","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","419926","Wilko Christmas Foil Garland Red and Silver 2.7m","Wilko","19.7CM","16.5CM",".5CM","Foil Garlands","17 x 17 x 270cm","Multi","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","420049","Wilko Christmas Tinsel Pearlescent 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","White","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","420050","Wilko Christmas Tinsel Light Pink 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Pink","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","420102","Wilko Christmas Wall And Window Sticker Santa AndSleigh","Wilko","29.0CM","60.0CM",".1CM","Wall Stickers","60 x 29","Silver","1","Vinyl","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","420103","Wilko Christmas Wall And Window Sticker SnowflakeSilver","Wilko","29.0CM","60.0CM",".1CM","Window Stickers","60 x 29","Silver","1","Vinyl","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","420104","Wilko Christmas Wall Stickers Text","Wilko","29.0CM","60.0CM",".1CM","Window Stickers","60 x 29","Multi","1","Vinyl","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","421146","Wilko Christmas Tinsel Ice Blue 2m","Wilko","52.0CM","7.0CM","11.0CM","Tinsel","2m","Blue","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","438307","Wilko Kids Character Christmas Wall Stickers","Wilko","29.0CM","60.0CM",".1CM","Window Stickers","60x29","Multi","24","Vinyl","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","438311","Wilko Christmas Window and Wall Stickers Gold Text","Wilko","29.0CM","60.0CM",".1CM","Wall Stickers","60 x 29","Gold","1","Vinyl","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","438614","Wilko Christmas Foil Text Banner Gold 1.5m","Wilko",".2CM","10.7CM","157.5CM","Foil Garlands","157.5cm x 10.7cm x 0.2cm","Gold","1","PVC","No",NA,NA,NA,NA,"3+","86001",0.65
"XMD","FOI","438615","Wilko Christmas Foil Lametta Red","Wilko","45.7CM","50.8CM",".1CM","Lametta","50.8 x 45.7cm","Red","1","PVC","No",NA,NA,NA,NA,"3+","87008/20",0.65
"XMD","FOI","438616","Wilko Christmas Foil Garland Pearlescent 2.7m","Wilko","270.0CM","17.0CM","17.0CM","Foil Garlands","17cm x 17cm x 270cm","Multi","1","PVC","No",NA,NA,NA,NA,"3+","8007L/PW",0.65
"XMD","FOI","438617","Wilko Christmas Decoration Foil Star Gold","Wilko","10.0CM","60.0CM","60.0CM","Ceiling Decorations","60 x 60cm","Gold","1","PVC","No",NA,NA,NA,NA,"3+","85201/6M",0.65
"XMD","FOI","438618","Wilko Christmas Foil Lametta Gold","Wilko","45.7CM","50.8CM",".1CM","Lametta","50.8 x 45.7cm","Gold","1","PVC","No",NA,NA,NA,NA,"3+","87008/20",0.65
"XMD","FOI","438619","Wilko Christmas Foil Garland Gold 2.7m","Wilko","270.0CM","17.0CM","17.0CM","Foil Garlands","17 x 17 x 270cm","Gold","1","PVC","No",NA,NA,NA,NA,"3+","8007L/SM",0.65
"XMD","FOI","439084","Wilko Christmas Tinsel Matt Silver 2m","Wilko","10.0CM","10.0CM","200.0CM","Tinsel","2m","Silver","1","PVC","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","FOI","51183","Christmas Traditions Gold Spray 150ml","Wilko","17.7CM","4.5CM","4.5CM","Decorative Spray","150ml","Gold","1",NA,"No",NA,NA,NA,NA,"16+",NA,0.6
"XMD","GEN","322114","Wilko Frosted Glitter Baubles 4pk Silver","Wilko","15.7CM","15.7CM","8.0CM","Baubles","80mm","Silver","4","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","322366","Wilko Frosted Glass Christmas Tree Bauble WhiteWith Glitter Spots","Wilko","20.5CM","8.0CM","8.0CM","Baubles","80mm","White","1","Glass","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","335365","Wilko Rustic Glow Printed Hessian Stocking","Wilko","59.0CM","28.0CM","1.0CM","Stockings","22 x 46cm",NA,"1","Hessian","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","335400","Wilko Frosted Acrylic Gem Snowflake Decoration","Wilko","22.5CM","14.5CM","2.0CM","Tree Decorations","10 x 10cm",NA,"1","Acrylic, Metal","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","335429","Wilko Frosted Glass Antique Beaded Christmas TreeBauble","Wilko","20.5CM","8.0CM","8.0CM","Baubles","80mm","Silver","1","Glass","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","335701","Wilko Frosted Fairy Christmas Tree Topper White","Wilko","23.5CM","16.0CM","12.0CM","Tree Toppers","12 x 8.5 x 23cm",NA,"1","Fabric","No",NA,NA,NA,NA,"3 Years",NA,0.65
"XMD","GEN","335804","Wilko Christmas Plush Santa Hat Kids Collection","Wilko","44.0CM","31.0CM","4.0CM","Santa Hats","42 x 34cm",NA,"1","Polyester","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","400595","Wilko Nordic Country Christmas Baubles 34pk","Wilko","41.3CM","28.5CM","12.0CM","Baubles","30mm","Multi","34","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","400598","Wilko Rustic Glow Christmas Baubles 34pk","Wilko","41.3CM","28.5CM","12.0CM","Baubles","30mm","Multi","34","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","400600","Wilko Frosted Christmas Baubles 34pk","Wilko","41.3CM","28.5CM","12.0CM","Baubles","30mm","Multi","34","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","401261","Wilko Kids Letter to Santa Activity Pack","Wilko","35.5CM","22.0CM",".3CM","Letter to Santa","A4","Multi","1","Paper","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","401966","Wilko Frosted Angel Tree Topper","Wilko","30.0CM","23.0CM","12.0CM","Tree Toppers","20 X 20 X 30",NA,"1","Fabric","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","GEN","402375","Wilko Frosted Glass Pearlised Christmas TreeBauble","Wilko","20.5CM","8.0CM","8.0CM","Baubles","80mm","White","1","Glass","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","419752","Wilko Rustic Glow Pinecone Decoration Large","Wilko","16.0CM","8.0CM","8.0CM","Tree Decorations","10cm",NA,"1","Pinecone","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","419760","Wilko Frosted Encapsulated Feather ChristmasBauble","Wilko","15.0CM","8.0CM","8.0CM","Baubles","80mm",NA,"1","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","419825","Wilko Christmas Felt Santa Sack Jumbo","Wilko","89.0CM","63.0CM","1.0CM","Santa Sacks","63 x 89cm",NA,"1","Polyester","No","Wipe Clean Only",NA,NA,NA,NA,"JK100296",0.65
"XMD","GEN","419842","Wilko Kids Knitted Christmas Jumper TreeDecoration","Wilko","17.0CM","15.0CM","2.0CM","Tree Hanging Decorations","15.5 X 8cm",NA,"1","Knitted","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","GEN","419868","Wilko Frosted Encapsulated Sequin Christmas Bauble","Wilko","18.5CM","8.0CM","8.0CM","Baubles","80mm",NA,"1","Plastic","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","GEN","419871","Wilko Frosted Angel Wings Decoration","Wilko","39.5CM","38.5CM",".5CM","Tree Decorations","0.8 X 40 X 48",NA,"1","Feather","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","GEN","419874","Wilko Frosted Glitter Prancing Stag Large","Wilko","32.0CM","21.0CM","15.0CM","Table Decorations","11 x 20 x 34cm",NA,"1","Plastic","No",NA,NA,NA,NA,"3+",NA,0.65
"XMD","GEN","419901","Wilko Kids Christmas Tree Decoration CountdownChalkboard","Wilko","36.0CM","17.0CM",".9CM","Wall Mounted Decorations","17 x 28cm","Multi","1","Wood","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","438625","Wilko Frosted Glass Clear Glitter Stripe ChristmasTree Bauble","Wilko","18.0CM","8.0CM","8.0CM","Baubles","80mm","Clear","1","Glass","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","438716","Wilko Kids Christmas Tree Decoration Soldier","Wilko","26.0CM","6.0CM","2.5CM","Tree Hanging Decorations","2.2 x 6 x 18cm","Multi","1","Fabric","No",NA,NA,NA,NA,"3+","F162404",0.65
"XMD","GEN","438718","Wilko Kids 2017 Collectable Red Bell TreeDecoration","Wilko","14.5CM","6.5CM","6.5CM","Tree Hanging Decorations","65mm","Red","1","Metal","No",NA,NA,NA,NA,"3+ Years","M164078",0.65
"XMD","GEN","438724","Wilko Kids Santas Magic Key Tree Decoration","Wilko","18.6CM","6.0CM",".3CM","Tree Hanging Decorations","6 x11cm","Multi","1","Metal, Felt","No",NA,NA,NA,NA,"3+ Years","F162043",0.65
"XMD","GEN","438727","Wilko Kids Gingerbread Man Tree Decoration","Wilko","19.0CM","9.5CM","1.8CM","Tree Hanging Decorations","9.5 x 11cm","Multi","1","Dough","No",NA,NA,NA,NA,"3+ Years","R163100",0.65
"XMD","GEN","438944","Wilko Frosted Glitter Stag","Wilko","21.0CM","7.0CM","1.5CM","Tree Decorations","7 x 13cm","Multi","1","Plastic","No",NA,NA,NA,NA,"3+","P122605 BL-4A",0.65
"XMD","GEN","438945","Wilko Frosted Pearly Star Tree Decoration","Wilko","18.5CM","10.0CM",".6CM","Tree Decorations","10 x 10cm","Multi","1","Plastic","No",NA,NA,NA,NA,"3+","ZW168003",0.65
"XMD","GEN","438950","Wilko Starry Night Glitter Star Tree DecorationGold","Wilko","19.0CM","11.0CM","1.0CM","Tree Decorations","11cm","Multi","1","Plastic","No",NA,NA,NA,NA,"3+","P161812B1",0.65
"XMD","GEN","438951","Wilko Rustic Glow Metal Glitter Leaf TreeDecoration","Wilko","17.5CM","9.5CM",".2CM","Tree Decorations","9.5 x 9.5cm","Gold","1","Metal","No",NA,NA,NA,NA,"3+","M160822-14",0.65
"XMD","GEN","438965","Wilko Rustic Glow Glitter Prancing Stag Large","Wilko","32.0CM","21.0CM","15.0CM","Table Decorations","11 x 20 x 34cm","Gold","1","Plastic","No",NA,NA,NA,NA,NA,NA,0.65
"XMD","GEN","438979","Wilko Nordic Country Large Standing Santa","Wilko","71.0CM","50.0CM","30.0CM","Table Decorations","30x 50 x 88cm","Multi","1","Plastic","No",NA,NA,NA,NA,"3+","F162201",0.65
"XMD","GEN","438986","Wilko Nordic Country Jingle Bell Tree DecorationRed/Silver Assorted","Wilko","13.8CM","6.5CM","6.5CM","Tree Decorations","65mm","Multi","1","Metal","No",NA,NA,NA,NA,"3+","M164041",0.65
"XMD","GEN","438989","Wilko Nordic Country Jingle Bells Red 3pk","Wilko","11.8CM","4.2CM","4.2CM","Tree Decorations","40mm","Red","3","Metal","No",NA,NA,NA,NA,"3+","M164044A",0.65
