"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"131821","Montagne Jeunesse Dead Sea Mud Pack 20ml","Montagne Jeunesse","Face Masks",NA,"20g",0.9125
"144081","Montagne Jeunesse Red Hot Earth Sauna Masque 15ml","Montagne Jeunesse","Face Masks",NA,"15g",0.9125
"165766","Montagne Jeunesse Cucumber Peel Off Masque 10ml","Montagne Jeunesse","Face Masks",NA,"10ml",0.9125
"222498","Strawberry Souffle Face Mask","Montagne Jeunesse","Face Masks",NA,NA,0.775
"222501","Montagne Jeunesse Green Tea Peel Off Masque","Montagne Jeunesse","Face Masks",NA,NA,0.825
"247185","Montagne Jeunesse Natural Tea Tree Blemish Dots","Montagne Jeunesse","Face Masks",NA,NA,0.825
"269399","Montagne Jeunesse Passion Peel Off Face Mask","Montagne Jeunesse","Face Masks",NA,"10ml",0.9125
"269403","Montagne Jeunesse Blemish Mud Mask","Montagne Jeunesse","Face Masks",NA,"20g",0.9125
"320252","Montagne Jeunesse Creamy Coconut Face Mask","Montagne Jeunesse","Face Masks","1",NA,0.9125
"320329","Montagne Jeunesse Manuka Honey Face Mask","Montagne Jeunesse","Face Masks","1",NA,0.9125
"403074","Montagne Jeunesse Black Seaweed Peel Off FaceMasque","Montagne Jeunesse","Face Masks","1",NA,0.9125
"427749","Montagne Jeunesse Tea Tree Peal Off Masque","Montagne Jeunesse","Face Mask ","1",NA,0.9125
"457203","Montagne Jeunesse 7th Heaven Avocado Oil MudMasque","Montagne Jeunesse","Face Masks","1",NA,0.9125
"457204","Montagne Jeunesse 7th Heaven Dead Sea Peel OffMasque","Montagne Jeunesse","Face Masks","1",NA,0.9125
"457205","Montagne Jeunesse 7th Heaven Exfoliator andMasque","Montagne Jeunesse","Face Masks","1",NA,0.9125
