"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"312300","Max Factor Mini Nail Polish Ivory 001","Maxfactor","Nail Polish","Cream",NA,"4.5ml",0.88
"312301","Max Factor Mini Nail Polish Mauve 004","Maxfactor","Nail Polish","Purple",NA,"4.5ml",0.88
"312303","Max Factor Mini Nail Polish Diva Violet 008","Maxfactor","Nail Polish","Purple",NA,"4.5ml",0.88
"312304","Max Factor Mini Nail Polish Diva Coral 009","Maxfactor","Nail Polish","Green",NA,"4.5ml",0.88
"312308","Max Factor Mini Nail Polish Dazz Blue 014","Maxfactor","Nail Polish","Blue",NA,"4.5ml",0.88
"312309","Max Factor Mini Nail Polish Cloudy Blue 018","Maxfactor","Nail Polish","Blue",NA,"4.5ml",0.88
"312310","Max Factor Mini Nail Polish Silver 020","Maxfactor","Nail Polish","Silver",NA,"4.5ml",0.88
"336322","Max Factor Glossfinity Nail Polish Angel Nails 55","Maxfactor","Nail Polish","Pink",NA,"11ml",0.88
"336323","Max Factor Glossfinity Nail PolishMidnight Bronze","Maxfactor","Nail Polish","Brown",NA,"11ml",0.88
"336324","Max Factor Glossfinity Nail Polish Dusky Rose 105","Maxfactor","Nail Polish","Pink",NA,"11ml",0.88
"400958","Max Factor Glossfinity Nail Polish Top Coat 05","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400959","Max Factor Glossfinity Nail Polish Desert Sand 25","Maxfactor","Nail Polish","Brown","1",NA,0.88
"400967","Max Factor Glossfinity Nail Polish Disco Pink 120","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400968","Max Factor Glossfinity Nail Polish Marshmallow 125","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400983","Max Factor Max Effect Mini Nail Polish Cappucino 2","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400984","Max Factor Max Effect Mini Nail Polish Jade 27","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400987","Max Factor Max Effect Mini Nail Polish Lilac 30","Maxfactor","Nail Polish",NA,"1",NA,0.81
"400992","Max Factor Max Effect Mini Nail Polish Noir 36","Maxfactor","Nail Polish","Black","1",NA,0.88
"400996","Max Factor Max Effect Mini Nail PolishMoon Dust 42","Maxfactor","Nail Polish",NA,"1",NA,0.81
"401004","Max Factor Glossfinity Nail PolishBurgundy Crush 155","Maxfactor","Nail Polish",NA,"1",NA,0.81
"408582","Max Factor Glossfinity Gel Shine Nail PolishVivid Vermillion 20","Maxfactor","Nail Polish","Red","1",NA,0.88
"408584","Max Factor Glossfinity Gel Shine Patent Poppy 25","Maxfactor","Nail Polish","Red","1",NA,0.88
"408854","Max Factor Glossfinity Gel Shine Nail PolishTwink Pink 30","Maxfactor","Nail Polish","Pink","1",NA,0.88
"408855","Max Factor Glossfinity Gel Shine Nail PolishLacquer Violet 35","Maxfactor","Nail Polish","Pink","1",NA,0.88
"408856","Max Factor Glossfinity Gel Shine Nail PolishGlazed Colbalt 40","Maxfactor","Nail Polish","Blue","1",NA,0.88
"408859","Max Factor Glossfinity Gel Shine Nail PolishSparkberry 55","Maxfactor","Nail Polish","Red","1",NA,0.88
"450853","Max Factor Matte Bullet Lipstick Nude 05","Maxfactor","Lipstick",NA,"1","7g",0.88
"450854","Max Factor Matte Bullet Sunkiss 10","Maxfactor","Lipstick",NA,"1","7g",0.88
"450855","Max Factor Matte Bullet Rose 20","Maxfactor","Lipstick",NA,"1","7g",0.88
"450858","Max Factor Effect Mini Nail 23 Hot Pink","Maxfactor","Nail Polish",NA,"1","7g",0.88
"451470","Max Factor Matte Bullet Love 35","Maxfactor","Lipstick",NA,"1","7g",0.88
"451471","Max Factor 2000 Cal Curl Addict Mascara Black","Maxfactor","Mascara",NA,"1","7g",0.88
