"Article","Web Description","Brand","Type","Size","DQ Score"
"249006","Wilko Bathroom Corner Shelf Chrome Plated","Wilko","Bathroom Shelves","Single",1
"310533","Wilko Glass Shelf Paris Collection","Wilko","Bathroom Shelves","glass 50x12cm",1
