"PSA.1","PSA.2","Attribute","Complete %"
"SBK","SPC","DQ Age",0
"SBK","COO","DQ Brand",1
"SBK","COO","DQ Type",1
"SBK","COO","DQ Colour",0
"SBK","COO","DQ Size",0.620689655172414
"SBK","COO","DQ Material",0.4
"SBK","COO","DQ Pack Qty",1
"KIT","BAP","DQ Brand",1
"KIT","BAP","DQ Type",1
"KIT","BAP","DQ Colour",0.36
"KIT","BAP","DQ Size",0.761904761904762
"KIT","BAP","DQ Material",0.6
"KIT","BAP","DQ Pack Qty",0.914285714285714
"KIT","BAP","DQ Power",0
"KIT","BAP","DQ Capacity",0.2
"KIT","GAD","DQ Brand",1
"KIT","GAD","DQ Type",1
"KIT","GAD","DQ Colour",0.59504132231405
"KIT","GAD","DQ Size",0.305785123966942
"KIT","GAD","DQ Material",0
"KIT","GAD","DQ Pack Qty",0.823529411764706
"KIT","GAD","DQ Power",0
"KIT","GAD","DQ Model Number",0.285714285714286
"KIT","GAD","DQ Capacity",0
"KIT","BAK","DQ Brand",1
"KIT","BAK","DQ Type",1
"KIT","BAK","DQ Colour",0.531914893617021
"KIT","BAK","DQ Size",0.957446808510638
"KIT","BAK","DQ Material",0.75
"KIT","BAK","DQ Pack Qty",0.957446808510638
"KIT","BAK","DQ Power",0
"KIT","BAK","DQ Model Number",0
"KIT","BAK","DQ Capacity",0
"KIT","PLA","DQ Brand",1
"KIT","PLA","DQ Type",1
"KIT","PLA","DQ Colour",0.733333333333333
"KIT","PLA","DQ Size",0.888888888888889
"KIT","PLA","DQ Material",1
"KIT","PLA","DQ Pack Qty",0.644444444444444
"KIT","PLA","DQ Capacity",0.625
"KIT","HOL","DQ Brand",1
"KIT","HOL","DQ Type",1
"KIT","HOL","DQ Colour",0.602150537634409
"KIT","HOL","DQ Size",0.795698924731183
"KIT","HOL","DQ Pack Qty",0.688311688311688
"KIT","HOL","DQ Power",0
"KIT","HOL","DQ Washable",0.306122448979592
"KIT","HOL","DQ Model Number",0.8125
"KIT","HOL","DQ Capacity",0
"KIT","FOO","DQ Brand",1
"KIT","FOO","DQ Type",1
"KIT","FOO","DQ Colour",0.485294117647059
"KIT","FOO","DQ Size",0.882352941176471
"KIT","FOO","DQ Material",0.520833333333333
"KIT","FOO","DQ Pack Qty",0.838235294117647
"KIT","FOO","DQ Power",0
"KIT","FOO","DQ Model Number",0
"KIT","FOO","DQ Capacity",0.583333333333333
"KIT","OTT","DQ Brand",1
"KIT","OTT","DQ Type",1
"KIT","OTT","DQ Colour",0.733333333333333
"KIT","OTT","DQ Size",0.766666666666667
"KIT","OTT","DQ Pack Qty",0.633333333333333
"KIT","HOM","DQ Brand",1
"KIT","HOM","DQ Type",1
"KIT","HOM","DQ Size",0.707692307692308
"KIT","HOM","DQ Pack Qty",0.953846153846154
"KIT","HOM","DQ Capacity",0.203125
"KIT","CUT","DQ Brand",1
"KIT","CUT","DQ Type",1
"KIT","CUT","DQ Colour",0.615384615384615
"KIT","CUT","DQ Size",0.461538461538462
"KIT","CUT","DQ Material",0.5
"KIT","CUT","DQ Pack Qty",0.961538461538462
"KIT","CUT","DQ Power",0
"KIT","CUT","DQ Washable",0
"KIT","CUT","DQ Capacity",0
"KIT","MSP","DQ Brand",1
"KIT","MSP","DQ Type",0.941176470588235
"KIT","MSP","DQ Colour",0.941176470588235
"KIT","MSP","DQ Size",1
"KIT","MSP","DQ Material",1
"KIT","MSP","DQ Pack Qty",1
"KIT","MSP","DQ Capacity",1
"KIT","FIL","DQ Brand",1
"KIT","FIL","DQ Type",1
"KIT","FIL","DQ Colour",0.888888888888889
"KIT","FIL","DQ Size",1
"KIT","FIL","DQ Pack Qty",1
"KIT","FIL","DQ Capacity",0.222222222222222
"KIT","STO","DQ Brand",1
"KIT","STO","DQ Type",1
"KIT","STO","DQ Colour",0.777777777777778
"KIT","STO","DQ Size",0.888888888888889
"KIT","STO","DQ Material",0.923076923076923
"KIT","STO","DQ Pack Qty",0.933333333333333
"KIT","STO","DQ Power",0
"KIT","STO","DQ Model Number",1
"KIT","STO","DQ Capacity",0.666666666666667
"KIT","MUG","DQ Brand",1
"KIT","MUG","DQ Type",0.979591836734694
"KIT","MUG","DQ Colour",0.326530612244898
"KIT","MUG","DQ Size",0.693877551020408
"KIT","MUG","DQ Pack Qty",0.857142857142857
"KIT","ELE","DQ Brand",1
"KIT","ELE","DQ Type",0.995
"KIT","ELE","DQ Colour",0.848958333333333
"KIT","ELE","DQ Size",0.615
"KIT","ELE","DQ Assembly",1
"KIT","ELE","DQ Material",1
"KIT","ELE","DQ Pack Qty",1
"KIT","ELE","DQ Power",0.744565217391304
"KIT","ELE","DQ Model Number",0.885245901639344
"KIT","ELE","DQ Capacity",0.216666666666667
"KIT","GLA","DQ Brand",1
"KIT","GLA","DQ Type",1
"KIT","GLA","DQ Colour",0.576923076923077
"KIT","GLA","DQ Size",0.538461538461538
"KIT","GLA","DQ Pack Qty",0.692307692307692
"KIT","GLA","DQ Power",0.5
"KIT","GLA","DQ Washable",0.173913043478261
"KIT","GLA","DQ Model Number",0.5
"KIT","DIN","DQ Brand",1
"KIT","DIN","DQ Type",0.994764397905759
"KIT","DIN","DQ Colour",0.717948717948718
"KIT","DIN","DQ Size",0.666666666666667
"KIT","DIN","DQ Material",0.571428571428571
"KIT","DIN","DQ Pack Qty",0.890322580645161
"KIT","DIN","DQ Power",0.4
"KIT","DIN","DQ Washable",0.75
"KIT","DIN","DQ Model Number",0.25
"KIT","DIN","DQ Capacity",0
"KIT","FAB","DQ Brand",1
"KIT","FAB","DQ Type",1
"KIT","FAB","DQ Colour",0.953125
"KIT","FAB","DQ Size",1
"KIT","FAB","DQ Pack Qty",1
"KIT","TEX","DQ Brand",1
"KIT","TEX","DQ Type",1
"KIT","TEX","DQ Colour",0.764705882352941
"KIT","TEX","DQ Size",0.647058823529412
"KIT","TEX","DQ Pack Qty",0.764705882352941
"KIT","TAB","DQ Brand",1
"KIT","TAB","DQ Type",1
"KIT","TAB","DQ Colour",0.72
"KIT","TAB","DQ Size",0.72
"KIT","TAB","DQ Pack Qty",0.6
"KIT","SPC","DQ Brand",0
"KIT","SPC","DQ Type",1
"KIT","SPC","DQ Colour",0
"KIT","SPC","DQ Size",1
"KIT","SPC","DQ Power",0.6
"KIT","SPC","DQ Model Number",0
"KIT","CHA","DQ Brand",1
"KIT","CHA","DQ Type",1
"KIT","CHA","DQ Colour",0
"KIT","CHA","DQ Size",0
"KIT","CHA","DQ Material",0
"KIT","CHA","DQ Pack Qty",0
"CLE","LAU","DQ Brand",1
"CLE","LAU","DQ Type",0.990783410138249
"CLE","LAU","DQ Colour",1
"CLE","LAU","DQ Size",0.748837209302326
"CLE","LAU","DQ Pack Qty",0.786046511627907
"CLE","FUR","DQ Brand",1
"CLE","FUR","DQ Type",1
"CLE","FUR","DQ Colour",1
"CLE","FUR","DQ Size",0.80952380952381
"CLE","FUR","DQ Material",0
"CLE","FUR","DQ Pack Qty",0.80952380952381
"CLE","TOI","DQ Brand",1
"CLE","TOI","DQ Type",1
"CLE","TOI","DQ Size",0.678571428571429
"CLE","TOI","DQ Pack Qty",0.714285714285714
"CLE","SUR","DQ Brand",1
"CLE","SUR","DQ Type",0.991596638655462
"CLE","SUR","DQ Colour",0.285714285714286
"CLE","SUR","DQ Size",0.773913043478261
"CLE","SUR","DQ Material",0
"CLE","SUR","DQ Pack Qty",0.747826086956522
"CLE","AIR","DQ Brand",1
"CLE","AIR","DQ Type",1
"CLE","AIR","DQ Colour",0.208333333333333
"CLE","AIR","DQ Size",0.670212765957447
"CLE","AIR","DQ Pack Qty",0.829787234042553
"CLE","AIR","DQ Power",0.0377358490566038
"CLE","DIS","DQ Brand",1
"CLE","DIS","DQ Type",1
"CLE","DIS","DQ Size",0.625
"CLE","DIS","DQ Pack Qty",0.625
"CLE","FLY","DQ Brand",1
"CLE","FLY","DQ Type",1
"CLE","FLY","DQ Size",0.6
"CLE","FLY","DQ Pack Qty",1
"CLE","KIW","DQ Brand",1
"CLE","KIW","DQ Type",1
"CLE","KIW","DQ Colour",0.608695652173913
"CLE","KIW","DQ Size",0.608695652173913
"CLE","KIW","DQ Pack Qty",0.130434782608696
"FOO","SXM","DQ Brand",1
"FOO","SXM","DQ Type",1
"FOO","SXM","DQ Size",1
"FOO","SXM","DQ Pack Qty",1
"FOO","CHO","DQ Brand",1
"FOO","CHO","DQ Type",1
"FOO","CHO","DQ Colour",0
"FOO","CHO","DQ Size",0.857142857142857
"FOO","CHO","DQ Pack Qty",1
"FOO","KID","DQ Brand",1
"FOO","KID","DQ Type",1
"FOO","KID","DQ Size",0.666666666666667
"FOO","KID","DQ Pack Qty",1
"FOO","MUL","DQ Brand",1
"FOO","MUL","DQ Type",1
"FOO","MUL","DQ Size",1
"FOO","MUL","DQ Pack Qty",1
"FOO","CAN","DQ Brand",1
"FOO","CAN","DQ Type",1
"FOO","CAN","DQ Size",0
"FOO","CAN","DQ Pack Qty",1
"XMD","WIN","DQ Brand",1
"XMD","WIN","DQ Type",1
"XMD","WIN","DQ Colour",1
"XMD","WIN","DQ Size",1
"XMD","WIN","DQ Pack Qty",1
"XMD","LIG","DQ Brand",1
"XMD","LIG","DQ Type",1
"XMD","LIG","DQ Colour",0.875
"XMD","LIG","DQ Size",1
"XMD","LIG","DQ Pack Qty",1
"XMD","LIG","DQ Power",1
"XMD","LIG","DQ Model Number",0
"DIS","TIS","DQ Brand",1
"DIS","TIS","DQ Type",1
"DIS","TIS","DQ Size",0.909090909090909
"DIS","TIS","DQ Pack Qty",0.909090909090909
"DIS","BIN","DQ Brand",1
"DIS","BIN","DQ Type",1
"DIS","BIN","DQ Colour",0.0833333333333333
"DIS","BIN","DQ Size",0.638888888888889
"DIS","BIN","DQ Pack Qty",0.805555555555556
"DIS","BIN","DQ Capacity",0
"DIS","TAB","DQ Brand",1
"DIS","TAB","DQ Type",1
"DIS","TAB","DQ Colour",0.756756756756757
"DIS","TAB","DQ Size",0.594594594594595
"DIS","TAB","DQ Material",0
"DIS","TAB","DQ Pack Qty",0.972972972972973
"DIS","TAB","DQ Capacity",0
"DIS","TOI","DQ Brand",1
"DIS","TOI","DQ Type",1
"DIS","TOI","DQ Size",0.909090909090909
"DIS","TOI","DQ Pack Qty",1
"DIS","FOO","DQ Brand",1
"DIS","FOO","DQ Type",1
"DIS","FOO","DQ Colour",0
"DIS","FOO","DQ Size",0.810810810810811
"DIS","FOO","DQ Material",0.405405405405405
"DIS","FOO","DQ Pack Qty",0.810810810810811
"DIS","FOO","DQ Capacity",0
"DIS","TOW","DQ Brand",1
"DIS","TOW","DQ Type",1
"DIS","TOW","DQ Size",0.857142857142857
"DIS","TOW","DQ Pack Qty",1
"TOY","ACT","DQ Brand",1
"TOY","ACT","DQ Type",1
"TOY","ACT","DQ Colour",1
"TOY","ACT","DQ Pack Qty",1
"TOY","ACT","DQ Power",0.0454545454545455
"TOY","ACT","DQ Age",1
"TOY","ACT","DQ Washable",0
"TOY","CRE","DQ Brand",1
"TOY","CRE","DQ Type",1
"TOY","CRE","DQ Colour",0.963636363636364
"TOY","CRE","DQ Pack Qty",1
"TOY","CRE","DQ Power",0.0363636363636364
"TOY","CRE","DQ Age",1
"TOY","FAN","DQ Brand",1
"TOY","FAN","DQ Type",1
"TOY","FAN","DQ Colour",0.987951807228916
"TOY","FAN","DQ Size",0
"TOY","FAN","DQ Pack Qty",1
"TOY","FAN","DQ Power",0.0121951219512195
"TOY","FAN","DQ Age",1
"TOY","FAN","DQ Washable",0.202702702702703
"TOY","PRE","DQ Brand",1
"TOY","PRE","DQ Type",1
"TOY","PRE","DQ Colour",0.992805755395683
"TOY","PRE","DQ Size",0.105263157894737
"TOY","PRE","DQ Pack Qty",1
"TOY","PRE","DQ Power",0.125
"TOY","PRE","DQ Age",1
"TOY","PRE","DQ Washable",0
"TOY","SST","DQ Brand",1
"TOY","SST","DQ Type",1
"TOY","SST","DQ Colour",0.827586206896552
"TOY","SST","DQ Size",1
"TOY","SST","DQ Assembly",1
"TOY","SST","DQ Pack Qty",1
"TOY","SST","DQ Power",0.315789473684211
"TOY","SST","DQ Age",0.689655172413793
"TOY","POC","DQ Brand",1
"TOY","POC","DQ Type",1
"TOY","POC","DQ Colour",0.5
"TOY","POC","DQ Pack Qty",0.96875
"TOY","POC","DQ Power",0
"TOY","POC","DQ Age",1
"TOY","POC","DQ Washable",0
"TOY","JIG","DQ Brand",1
"TOY","JIG","DQ Type",1
"TOY","JIG","DQ Colour",1
"TOY","JIG","DQ Pack Qty",1
"TOY","JIG","DQ Power",0
"TOY","JIG","DQ Age",1
"TOY","COL","DQ Brand",1
"TOY","COL","DQ Type",1
"TOY","COL","DQ Colour",1
"TOY","COL","DQ Pack Qty",1
"TOY","COL","DQ Power",0
"TOY","COL","DQ Age",1
"TOY","COL","DQ Washable",0
"TOY","BOY","DQ Brand",1
"TOY","BOY","DQ Type",1
"TOY","BOY","DQ Colour",1
"TOY","BOY","DQ Pack Qty",1
"TOY","BOY","DQ Power",0
"TOY","BOY","DQ Age",1
"TOY","PLU","DQ Brand",1
"TOY","PLU","DQ Type",1
"TOY","PLU","DQ Colour",1
"TOY","PLU","DQ Pack Qty",1
"TOY","PLU","DQ Power",0
"TOY","PLU","DQ Age",1
"TOY","PLU","DQ Washable",0.375
"TOY","GIR","DQ Brand",1
"TOY","GIR","DQ Type",1
"TOY","GIR","DQ Colour",0.666666666666667
"TOY","GIR","DQ Pack Qty",1
"TOY","GIR","DQ Power",0
"TOY","GIR","DQ Age",1
"TOY","GIR","DQ Washable",0
"TOY","GAM","DQ Brand",1
"TOY","GAM","DQ Type",1
"TOY","GAM","DQ Colour",0.277777777777778
"TOY","GAM","DQ Pack Qty",0.888888888888889
"TOY","GAM","DQ Power",0
"TOY","GAM","DQ Age",0.888888888888889
"TOY","BLO","DQ Brand",1
"TOY","BLO","DQ Type",1
"TOY","BLO","DQ Colour",1
"TOY","BLO","DQ Pack Qty",1
"TOY","BLO","DQ Power",0
"TOY","BLO","DQ Age",1
"SES","BAR","DQ Brand",1
"SES","BAR","DQ Type",1
"SES","BAR","DQ Colour",0.333333333333333
"SES","BAR","DQ Size",0.904761904761905
"SES","BAR","DQ Assembly",1
"SES","BAR","DQ Pack Qty",1
"SES","BAR","DQ Power",0.142857142857143
"SES","GFN","DQ Brand",1
"SES","GFN","DQ Type",0.866666666666667
"SES","GFN","DQ Colour",0.0769230769230769
"SES","GFN","DQ Size",1
"SES","GFN","DQ Assembly",1
"SES","GFN","DQ Material",1
"SES","CAM","DQ Brand",1
"SES","CAM","DQ Type",1
"SES","CAM","DQ Colour",0
"SES","CAM","DQ Size",1
"SES","CAM","DQ Assembly",1
"SES","CAM","DQ Material",1
