"Article","Web Description","Brand","DQ Score"
"sg00001","3 Tier Bolted Shelving Black","Storage Solutions",0.841666666666667
"sg00002","4 Tier Bolted Shelving Black","Storage Solutions",0.841666666666667
"sg00003","5 Tier Bolted Shelving Black","Storage Solutions",0.891666666666667
"sg00005","4 Tier Bolted Shelving Silver","Storage Solutions",0.891666666666667
"sg00007","5 Tier Bolted Shelving Grey Medium Duty","Storage Solutions",0.891666666666667
"sg00008","3 Tier Boltless Shelving Stainless Steel Black","Storage Solutions",0.891666666666667
"sg00009","4 Tier Boltless Shelving Stainless Steel Black","Storage Solutions",0.891666666666667
"sg00010","5 Tier Boltless Shelving Stainless Steel Black","Storage Solutions",0.891666666666667
"sg00013","Workbench 2 Tier Boltless Black","Storage Solutions",0.8625
"sg00014","3 Tier Boltless Lever Arch Shelving Black","Storage Solutions",0.85
"sg00015","Two Tier Extension Bay","Storage Solutions",0.85
"sg00016","Shelf Kit With 3 Metal Shelves 1000x220mm","Storage Solutions",0.891666666666667
"sg00017","Shelf Kit With 3 Metal Shelves 1000x270mm","Storage Solutions",0.891666666666667
