"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"445557","Georgio Armani Code Pour Homme Eau de Toilette50ml","Armani","Aftershave","1","50ml",1
"406499","Beckham Intimately Him 75ml EDT","Beckham","Aftershave","1","75ml",1
"242445","Brut Aftershave 100ml","Brut","Aftershave","1","100ml",1
"77520","Brut Splash-On Lotion 200ml","Brut","Aftershave","1","200ml",1
"442608","Davidoff Cool Water Eau de Toilette Spray 125ml","Davidoff","Aftershave","1","125ml",1
"442609","Davidoff Hotwater Men Eau de Toilette 60ml","Davidoff","Aftershave","1","60ml",1
"425241","DKNY Eau de Toilette Male 30ml","DKNY","Aftershave","1","30ml",1
"445558","Issey Miyake For Him Eau de Toilette 75ml","Issey Miyake","Aftershave","1","75ml",1
"425928","Joop Homme Splash 75ml","Joop","Aftershave","1","75ml",1
"141577","Old Spice Original After Shave 150ml","Old Spice","Aftershave","1","150ml",1
"442612","Police For Men Eau de Toilette 100ml","Police","Aftershave","1","100ml",1
