"Article","Web Description","Brand","Type","Colour","Power","Size","Model Number","DQ Score"
"441062","Jerome Alexander Concealer and Rollerball","High Street TV","Concealer",NA,NA,NA,NA,0.716666666666667
"441064","Jerome Alexander Magic Minerals Bronzer","High Street TV","Contouring",NA,NA,NA,NA,0.716666666666667
"441065","BIT 360 Screwdriver","High Street TV","Screwdrivers",NA,NA,NA,NA,0.716666666666667
