"Article","Web Description","Brand","DQ Score"
"439519","Naturel Promise Fresh Dental Clean Teeth Gel","Natural Promise",0.95
"439520","Naturel Promise Fresh Breath Dental Drops","Natural Promise",0.88
"453855","OUT One Handed Poop Scoop","OUT!",0.88
"453859","OUT Rainbow Waste Pick Up 120 Bags","OUT!",0.88
"453860","OUT Urine Stain&Odour Remover Spray","OUT!",0.88
"350258","Dog Guillotine Clipper","Rosewood",0.81
"453918","OUT Scented Waste Pick Up Bags 120 Bags","Simple Solution",0.88
"453919","OUT Eco Waste Pick Up Bags 120 Bags","Simple Solution",0.88
"453920","OUT Fabric Dispenser & Pick-Up Bags","Simple Solution",0.88
"350259","Dog Flea Comb","Wilko",0.74
"350261","Dog Medium Slicker Brush","Wilko",0.81
