"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"325500","Wilko Faux Mongolian Green 43 x 43cm","Wilko","Mongolian Cushion","Green","43x43cm",1
"427202","Wilko Swirl Glass Bowl Green Oasis Range","Wilko","Bowls","Green","27.5 x 27.5 x 6cm",1
"447145","Wilko Rattan Drawers","Wilko","Storage Drawers","Cream","12 x 32 x 12cm",1
"447148","Wilko Rattan Letter Holder","Wilko","Letter Racks","Cream","20 x 25 x 8cm",1
"455461","Wilko Green Floral in Cream Bottle Vase","Wilko","Vase with Flower","Green","26 x 16 x 40 cms",1
"455645","Wilko Herringbone Cushion Duck Egg 43x43cm","Wilko","Cushions","Blue","43 x 43cm",1
"456074","Wilko Fretwork Metal Hurricane Vase","Wilko","Candle Holders","Gold","Dia: 11cm x H: 15cm",1
