"Article","Web Description","Brand","DQ Score"
"338561","Decking Weed Brush Heavy Duty Wood","Charles Bentley",0.716666666666667
"436480","Forest Green Close Board Fence Panel 5ft Pack of10","Forest Garden",0.8625
"407851","Greenhurst Trellis Planter With Solar LightVerdigris","Gablemere",0.95
"407852","Greenhurst Trellis Planter with Solar Lighs BronzeEffect","Gablemere",0.95
"407861","Solar Gutter Lights Black Set of 2","Gablemere",0.891666666666667
"409333","Garnier Ambre Solaire Ultra-Hydrating Sun CreamSPF50+ 200ml","L'Oreal",0.95
"451481","L' Oreal Sublime Bronze Gradual Tan Medium 200ml","L'Oreal",0.8625
"450600","Riemann P20 SPF Once a Day Sun ProtectionSpray 30 SPF 100ml","Rieman P20",0.8625
"450601","Riemann P20 Once a Day Sun Protection SpraySPF 50 100ml","Rieman P20",0.8625
"315006","St Moriz Self Tan Applicator Mitt","St Moritz",0.8625
"315976","St Moriz Self Tan Lotion Instant 200ml","St Moritz",0.95
"315977","St Moriz Self Tan Mousse Instant Medium 200ml","St Moritz",0.95
"316200","St Moriz Self Tan Mousse Instant Dark 200ml","St Moritz",0.95
"316201","St Moriz Self Tan Mist Instant Medium 150ml","St Moritz",0.95
"430644","St Moriz Pro Fast Self Tan Foam 150ml","St Moritz",0.8625
"449629","St Moriz Professional Instant Tan","St Moritz",0.8625
"137399","Wilko Get Gardening Plant Labels 12cm x 50","Wilko Functional",0.833333333333333
"339846","Wilko Garden Rigger Gloves Mens Size 10","Wilko Functional",0.81
"339849","Wilko Garden Gloves Jersey Size 8 x 3 Pairs","Wilko Functional",0.81
