"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"DIS","BIN","5584640","Inglenook Hearth Cheek Brick","Harewood","15.0CM","3.5CM","17.0CM","Fire Bricks","15cmx3.5cmx17cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"DIS","BIN","5585940","Inglenook Hearth Brick","Harewood","3.8CM","23.0CM","15.5CM","Fire Bricks","3.8cmx23cmx15.5cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"DIS","BIN","245770","Inglenook Fire Cement 1kg","Inglenook","11.0CM","10.3CM","10.3CM","Cement","1kg","Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DIS","BIN","294490","Inglenook Fireside Shovel Black 5in","Inglenook","10.0CM","15.0CM","40.0CM","Fireside Tools","5in","Black",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DIS","BIN","133869","Supa Stix Firewood Kindling","Wilko","10.0CM","16.0CM","23.0CM","Logs and Firewood",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.81
"DIS","BIN","1554","Wilko Tie Handle Swing Bin Liners 50L 15pk","Wilko","6.2CM","12.8CM","6.2CM","Swing Bin Liners","Large",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","214132","Wilko Tie Handle Pedal Bin Liners 25L 30pk","Wilko","7.5CM","11.8CM","7.5CM","Pedal Bin Liners","Large",NA,"30pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","238429","Wilko Tie Top Refuse Sacks 80L 20pk","Wilko","6.1CM","19.8CM","6.1CM","Refuse Sacks","73cmx93cm",NA,"30pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","278076","Wilko Tall Kitchen Bin Liners 30L 20pk","Wilko","6.2CM","23.0CM","6.2CM","Drawstring Liners","30L",NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","278077","Wilko Tall Kitchen Bin Liners 50L 15pk","Wilko","8.0CM","27.0CM","8.0CM","Drawstring Liners","50L",NA,"15pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","330867","Wilko Tie Handle Garden Refuse Sacks 80L 10pk","Wilko","7.0CM","15.7CM","7.0CM","Refuse Sacks","80L",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","330868","Wilko Wheelie Bin Liners 120 x 240L 10pk","Wilko","6.1CM","29.2CM","6.1CM","Wheelie Bin Liners","80L",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","332574","Wilko Recycled Refuse Bags Large 100L 20pk","Wilko","11.8CM","16.3CM","11.8CM","Refuse Sacks","Large",NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","332590","Wilko Recycled Refuse Bags Large 90L 10pk","Wilko","6.5CM","19.5CM","6.5CM","Refuse Sacks","Large",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","332591","Wilko Recycled Bin Bags Extra Large 120L 20pk","Wilko","10.0CM","24.5CM","10.0CM","Refuse Sacks","Extra Large",NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","333513","Wilko Recycled Swing Bin Liners 50L 20pk","Wilko","7.0CM","15.5CM","7.0CM","Swing Bin Liners","50L",NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","400384","Wilko Home Compost Caddy Liner 20pk","Wilko","4.3CM","10.5CM","4.3CM","Refuse Sacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"DIS","BIN","400385","Wilko Industrial Compost Caddy Liner 20pk","Wilko","4.3CM","10.5CM","4.3CM","Refuse Sacks",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DIS","BIN","400391","Wilko Extra Strong Rubble Sacks 10pk","Wilko","8.0CM","15.0CM","8.0CM","Refuse Sacks","10 Pack",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","400392","Wilko Refuse Sacks Clear 20pk","Wilko","6.0CM","19.5CM","6.0CM","Refuse Sacks",NA,NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DIS","BIN","400393","Wilko Drawstring Storage Bag Clear 10pk","Wilko","6.5CM","28.5CM","6.5CM","Storage Bags","90L",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","400394","Wilko Kerbside Caddy Liners Large 10pk","Wilko","3.5CM","15.0CM","3.5CM","Refuse Sacks",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DIS","BIN","400395","Wilko Waste Basket Liners Lavender Scented 25pk","Wilko","3.8CM","14.0CM","3.8CM","Swing Bin Liners",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DIS","BIN","420095","Wilko Firelighters 28pk","Wilko","12.8CM","19.4CM","4.0CM","Firelighters","2 tablets, each of 120x16x188mm, individually wrap",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DIS","BIN","420096","Wilko Wrapped Firelighters 18pk","Wilko","13.0CM","10.5CM","6.0CM","Firelighters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"DIS","BIN","420097","Wilko Firelog 800g","Wilko","7.0CM","17.0CM","8.0CM","Firelogs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"DIS","BIN","5574440","Wilko Firelighters 14pk","Wilko","12.9CM","19.4CM","2.4CM","Firelighters",NA,NA,"14pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DIS","BIN","63855","Wilko Drawstring Refuse Sacks 80L 10pk","Wilko","5.5CM","25.6CM","5.5CM","Refuse Sacks","Large",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","63857","Wilko Drawstring Swing Bin Liners 50L 15pk","Wilko","5.1CM","22.2CM","5.1CM","Swing Bin Liners","Large",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","71844","Wilko Tie Handle Refuse Sacks Black 80L 10pk","Wilko","6.4CM","16.3CM","6.4CM","Refuse Sacks","Large",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","193718","Wilko Swing Bin Liners 58 x76cm 50pk","Wilko Functional","7.0CM","15.0CM","7.0CM","Swing Bin Liners","585mmx760mm",NA,"50pk",NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333
"DIS","BIN","332570","Wilko Functional Refuse Sacks 30pk","Wilko Functional","6.8CM","18.6CM","6.8CM","Refuse Sacks",NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"DIS","BIN","332690","Wilko Functional Pedal Bin Liners 50pk","Wilko Functional","5.5CM","13.5CM","5.5CM","Pedal Bin Liners","46cmx46cm",NA,"50pk",NA,NA,NA,NA,NA,NA,NA,NA,0.883333333333333
"DIS","BIN","313209","Zip Energy Firelighters 24pk","Zip","16.7CM","13.0CM","4.2CM","Firelighters",NA,NA,"24pk",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DIS","BIN","345294","Zip Firelighter Cubes Wrapped 16pk","Zip","13.3CM","13.0CM","7.7CM","Firelighters",NA,"Multi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DIS","BIN","409072","Zip Soot Reducer 10 Sachets","Zip","9.5CM","14.1CM","1.9CM","Soot Reducers",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"DIS","FOO","185737","Bacofoil Non-Stick Kitchen Foil 5m","Baco","4.0CM","31.0CM","4.0CM","Aluminium Foil","300mmx5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","431279","Bacofoil Non Stick Kitchen Foil 5m x 450mm","Baco","4.2CM","46.0CM","4.2CM","Greaseproof Paper","5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","431280","Bacofoil Non Stick Baking Paper 10m x 380mm","Baco","5.0CM","39.0CM","5.0CM","Greaseproof Paper","10m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","431281","Bacofoil 2 in 1 Parchment and Foil 5m x 380mm","Baco","4.5CM","31.5CM","4.5CM","Greaseproof Paper","5m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","431282","Bacofoil Foil Sandwich Bags Large 16pk","Baco","27.5CM","21.0CM","1.0CM","Food Bags","Large",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","71845","Bacofoil Resealable Food Bags Medium 50pk","Baco","8.7CM","21.0CM","3.1CM","Food Bags",NA,NA,"50pk",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","238374","Wilko Multi Purpose Roasting Bags 25 x 38cm 10pk","Polylina","16.9CM","14.0CM",".3CM","Roasting Bags","250mmx380mm",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","203971","Wilko Foil Flan Cases 10pk","Wilko","2.5CM","16.0CM","16.0CM","Flan Cases",NA,NA,"10pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","203974","Wilko Pie Dishes Aluminium Small 20pk","Wilko","2.0CM","11.0CM","11.0CM","Pie Dishes","Small",NA,"20pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","203975","Wilko Pie Plates Aluminium 6pk","Wilko","2.0CM","23.0CM","23.0CM","Pie Dishes",NA,NA,"6pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","203976","Wilko Foil Trays and Lids Small 10pk","Wilko","4.5CM","15.0CM","12.0CM","Foil Trays","Small",NA,"10pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","203977","Wilko Trays and Lids Foil Medium 5pk","Wilko","5.0CM","20.0CM","10.5CM","Foil Trays","Medium",NA,"5pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","203978","Wilko Foil Trays Large 3pk","Wilko","4.0CM","24.0CM","24.0CM","Foil Trays","Large",NA,"3pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","203979","Wilko Food Containers and Lids 6pk","Wilko","5.0CM","17.5CM","12.0CM","Plastic Containers",NA,NA,"6pk",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","254700","Wilko Ice Cube Bags 20pk","Wilko","19.2CM","22.3CM","23.4CM","Ice Cube Bags","24",NA,"20pk","Plastic",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","284667","Wilko Food and Freezer Bags Large 30pk","Wilko","5.0CM","18.7CM","5.0CM","Food Bags","Large",NA,"30pk","Polythene",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","285716","Wilko Foil Roasting Trays 2pk","Wilko","4.0CM","32.0CM","26.0CM","Foil Trays",NA,NA,"2pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","318975","Wilko Kitchen Foil 10m x 30cm","Wilko","4.0CM","31.2CM","4.0CM","Aluminium Foil","300mmx10m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","318976","Wilko Kitchen Foil 20m x 30cm","Wilko","4.0CM","31.0CM","4.0CM","Aluminium Foil","300mmx20m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","318977","Wilko Kitchen Foil 10m x 45cm","Wilko","3.7CM","46.5CM","3.8CM","Aluminium Foil","450mmx10m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","330841","Wilko Resealable Food and Freezer Bags  26 x 28cm30pk","Wilko","8.5CM","28.5CM","3.0CM","Food Bags","Medium",NA,"30pk",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","330844","Wilko  Zip Seal Food and Freezer Bags 26 x26cm30pk","Wilko","9.0CM","28.0CM","5.2CM","Food Bags","Medium",NA,"30pk",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","330856","Wilko Tie Handle Food and Freezer BagsMedium 26 x 42cm 30pk","Wilko","5.0CM","16.6CM","5.0CM","Food Bags","Medium",NA,"30pk","Polythene",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","330857","Wilko Resealable Food and Freezer Bags 18 x20cm30pk","Wilko","5.0CM","28.0CM","5.0CM","Food Bags","Small",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","330862","Wilko Easy Seal Sandwich Bags 19 x 21cm 60pk","Wilko","9.5CM","21.0CM","3.5CM","Food Bags","Large",NA,"60pk","Polythene",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","330864","Wilko Resealable Pour and Store Bags 23 x 15cm10pk","Wilko","11.3CM","29.5CM","2.5CM","Food Bags","23cmx15cm",NA,"10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","333063","Wilko Aluminium Tray Bakes Small 3pk","Wilko","3.0CM","21.0CM","32.0CM","Foil Trays","Small",NA,"3pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","333067","Wilko Aluminium Flan Dishes Large 6pk","Wilko","2.0CM","21.0CM","21.0CM","Flan Cases","Large",NA,"6pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","333068","Wilko Aluminium Containers with Lids Large 3pk","Wilko","4.0CM","24.0CM","24.0CM","Foil Trays","Large",NA,"3pk","Aluminium",NA,NA,NA,NA,NA,NA,NA,0.9
"DIS","FOO","333417","Wilko Greaseproof n Bake Paper 5m x 37.5cm","Wilko","4.1CM","40.6CM","4.1CM","Greaseproof Paper","5m",NA,NA,"Paper",NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","333522","Wilko Foil Backed Baking Parchment Foil Backed5m x 30cm","Wilko","4.1CM","31.4CM","4.1CM","Aluminium Foil","300mmx5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","400397","Wilko Multipurpose Cling Film 50m x 350mm","Wilko","4.1CM","36.2CM","4.1CM","Cling Film","50m x 350mm",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","419994","Wilko Plastic Containers and Lids 6pk","Wilko","11.0CM","17.5CM","12.0CM","Plastic Containers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"DIS","FOO","420106","Wilko Food Bags Small 150pk","Wilko","6.0CM","10.0CM","6.0CM","Food Bags",NA,NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","FOO","318979","Wilko Functional Wrapping Foil 20m x 29cm","Wilko Functional","3.2CM","30.5CM","3.1CM","Aluminium Foil","290mmx20m",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","332334","Wilko Functional Food Bags Medium 23 x 35cm 50pk","Wilko Functional","3.5CM","11.3CM","3.2CM","Food Bags","Medium",NA,"50pk",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"DIS","FOO","334768","Wilko Functional Wrapping Film 50m x 30cm","Wilko Functional","4.1CM","31.0CM","4.1CM","Cling Film","50mx300ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DIS","TAB","331986","Paloma Paper Napkins Cream 2 Ply 33cm 20pk","Paloma","16.5CM","16.5CM","3.5CM","Napkins","33cmx33cm","Cream","20pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"DIS","TAB","419990","Paloma Disposable Napkins Spots 20pk","Paloma","2.0CM","16.5CM","16.5CM","Napkins","33x33cm",NA,"20pk",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"DIS","TAB","150004","Wilko Insulated Plates White 10pk","Wilko","2.0CM","22.0CM","22.0CM","Plates and Bowls","22.5x22.5cm","White","1",NA,NA,NA,NA,NA,NA,NA,NA,1
"DIS","TAB","150005","Wilko Insulated Bowls White 10pk","Wilko","4.0CM","15.0CM","15.0CM","Plates and Bowls",NA,"White","10pk",NA,NA,NA,NA,NA,NA,NA,NA,0.93
