"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"229565","Johnsons Wax Raid Ant and Cockroach Killer 300ml","Raid","Ant Killers","1","300ml",1
"253760","Raid Protector Fly Wasp and Mosquito Killer 300ml","Raid","Fly Spray and Repellent ","1","300ml",1
"169922","Rentokil Rodine Mouse and Rat Killer 150g","Rentokil","Rodenticides","3","150g",1
"333213","Rentokill Flea Powder 300g","Rentokil","Flea and Worming Control","1","300g",1
"334460","Rentokil Fast Action Mouse Killer Pre-Baited Box2pk","Rentokil","Rodenticides","2","2x10g",1
"417482","Rentokil Clothes Moth Killer Papers 2pk","Rentokil","Moth Powder and Paper","2","2 sheets",1
"433182","Rentokil Insectrol Insect Killer 250ml","Rentokil","Insect Spray","1","5.2 x 5.2 x 20.5 cm",1
"58809","Sanmex Fly and Wasp Killer Spray 300ml","Sanmex","Fly Spray and Repellent ","1","300ml",1
"260563","The Big Cheese Mouse and Rat Repeller 3pk","The Big Cheese","Rodenticides","3pk","One Size",1
"330958","The Big Cheese Rat and Mouse Killer Bait Packs 5pk","The Big Cheese","Rodenticides","5","200g",1
"330914","Wilko Mouse and Rat Killer Sachets 25 x 15g","Wilko","Rodenticides","25","375g",1
