"Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","Pack Qty","DQ Score"
"451211","Dragon Storage Box Small With Carry Handle","Heidrun",NA,NA,"38x35x25 cm",NA,"Plastic","1",0.833333333333333
