"Article","Web Description","Brand","Type","Colour","Power","Size","Model Number","DQ Score"
"452990","Wilko 2 Slice Toaster Stainless Steel RibbedDesign","Wilko","Toasters","Silver","860/1050W","2 Slice","T386-RIBBED",1
