"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"433510","Wilko Paper Intray White","Wilko","Desk Organising","White","1",NA,"Metal And Wire",0.941666666666667
"433511","Wilko Rose Golden In-Tray","Wilko","Desk Organising",NA,"1",NA,"Metal",0.883333333333333
"433512","Wilko Rose Golden Desk Tidy","Wilko","Desk Organising",NA,"1",NA,"Metal",0.883333333333333
"433513","Wilko Rose Golden Magazine Tidy","Wilko","Desk Organising",NA,"1",NA,"Metal",0.883333333333333
"433520","Wilko White Linen Effect Ringbinder","Wilko","Ringbinder","White","1",NA,"Paper, Matel wiro",0.941666666666667
"433521","Wilko White Linen Effect Lever Arch","Wilko","Lever Arch File","White","1",NA,"Metal And Wire",0.941666666666667
"433525","Wilko White Linen Effect Expandable Home Box File","Wilko","Box File","White","1",NA,"Paper, Matel wiro",0.941666666666667
"433532","Wilko Paper 2 Drawer Mini Stack Black","Wilko","Desk Organising","Black","1",NA,"Paper, metal",0.941666666666667
"433533","Wilko Paper 2 Drawer Desk Organiser Black","Wilko","Desk Organising","Black","1",NA,"Paper, metal",0.941666666666667
"433537","Wilko Ringbinder A5","Wilko","Ringbinder","Black","1",NA,"Paper, metal, plastic",0.941666666666667
"433538","Wilko Bamboo In-Tray","Wilko","Desk Organising",NA,"1",NA,"Bamboo",0.883333333333333
"433540","Wilko Bamboo Pen Pot","Wilko","Desk Organising",NA,"1",NA,"Bamboo",0.883333333333333
"433541","Wilko Bamboo Magazine Tidy","Wilko","Desk Organising",NA,"1",NA,"Bamboo",0.883333333333333
"433542","Wilko Small Mesh Metal Storage Box","Wilko","Storage Box","Silver","1",NA,"Metal",0.941666666666667
"439927","Wilko Storage Box With Lid A4 Purple","Wilko","Storage Box","Purple","1",NA,"Paper, Metal",0.941666666666667
"439928","Wilko Storage Box With Lid A4 Lime","Wilko","Storage Box","Green","1",NA,"Paper, metal",0.941666666666667
"440526","Wilko Lever Arch File A4 Lime","Wilko","Lever Arch File",NA,"1","Lever Arch A4 Lime 28.5x7x31.5",NA,0.883333333333333
"440527","Wilko Lever Arch File A4 Purple","Wilko","Lever Arch File",NA,"1","28.5x7x31.5",NA,0.883333333333333
"440528","Wilko Box File A4 Lime","Wilko","Box File",NA,"1","24.5x7x36.8",NA,0.883333333333333
"440530","Wilko Ringbinder A4 Lime","Wilko","Ringbinder",NA,"1","24.5x4x31.5",NA,0.883333333333333
"440531","Wilko Ringbinder A4 Purple","Wilko","Ringbinder",NA,"1","24.5x4x31.5",NA,0.883333333333333
"130606","Document Wallets Assorted Colours 5pk","Wilko Functional","Document Folders and Wallets","Multi","5","A4",NA,0.891666666666667
