"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"434616","Crown Matt Emulsion PaintGentle Olive 2.5L","Crown","Matt Paint","Green","1","2.5L",1
"407510","Wilko Matt Emulsion PaintEnglish Sage 2.5L","Wilko","Matt Paint","Green","1","2.5L",1
