"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"328715","George Foreman Family Grilling Machine 4 Portion","George Foreman","Grills","Black","4 Portion",1
"316233","Wilko Sandwich Toaster 4 Slice Black","Wilko","Sandwich Maker","Black","4 Slice",1
