"Article","Web Description","Brand","Type","Colour","Size","DQ Score"
"436916","Fresco Wallpaper Dulcie Blue","Fresco","Floral Wallpaper","Multi","10m x 0.52m",1
"438567","Fresco Wallpaper Apple Blossom Grey and Pink","Fresco","Floral Wallpaper","Grey","10m x 0.52m",1
"439098","Fresco Wallpaper Mai Grey","Fresco","Animal Print Wallpaper","Grey","10m x 0.52m",1
"439105","Fresco Wallpaper Vision Plum","Fresco","Floral Wallpaper","Purple","10m x 0.52m",1
"436897","Superfresco Wallpaper Java Stripe Plum","Superfresco","Striped Wallpaper","Purple","10m x 0.52m",1
"436943","Superfresco Wallpaper Lucy Plum","Superfresco","Damask Wallpaper","Multi","10m x 0.52m",1
"449752","Wilko Wallpaper Jackson Stripe Plum","Wilko","Striped Wallpaper","Purple","10m x 0.52m",1
