"Article","Web Description","Brand","DQ Score"
"276780","Wilko Window Handle UVPC White","Sterling",0.775
"4477046","Wilko Security Door Chain Chrome Effect","Sterling",0.783333333333333
"276776","Sterling Rim Sashlock And Knobs Set Black","Wilko",0.775
"343132","Wilko Plastic D Shape Handles White 100mm","Wilko Functional",0.891666666666667
"343507","Wilko Plastic Knob White 32mm 8pk","Wilko Functional",0.891666666666667
"343508","Wilko Plastic Knob White 48mm 8pk","Wilko Functional",0.891666666666667
"343522","Wilko Knob Pine Unlacquered 25mm 8pk","Wilko Functional",0.95
"343523","Wilko Knob Pine Unlacquered 38mm 8pk","Wilko Functional",0.95
"343692","Wilko Door Knob Beech Unlacqd 25mm 8pk","Wilko Functional",0.95
"343693","Wilko Door Knob Beech Unlacqd 38mm 8pk","Wilko Functional",0.95
"344055","Wilko Victorian Functional Latch Chrome","Wilko Functional",0.775
"344056","Wilko  Functional  Victorian lock Chrome","Wilko Functional",0.833333333333333
"344059","Wilko  Functional Georgian knob Brass","Wilko Functional",0.775
