"Article","Web Description","Brand","DQ Score"
"351581","Wilko Carbonation Drops 160g","Coopers",0.88
"ib00023","PET Bottles 500ml x 48","Coopers",0.95
"ib00024","i-brew Chardonnay Wine System","ibrew",0.81
"440533","Cheeky Chimp Amaretto Liqueur Starter KitMakes 6 x 750ml Bottles","Muntons",0.6
"440534","Cheeky Chimp Black Sambuca Liqueur Starter KitMakes 6 x 750ml Bottles","Muntons",0.6
"440535","Cheeky Chimp Amaretto Refill KitMakes 6 x 750ml Bottles","Muntons",0.6
"440536","Cheeky Chimp Coconut Rum Refill KitMakes 6 x 750ml Bottles","Muntons",0.6
"443334","Courage Directors Brewing KitMakes 36 Pints","Muntons",0.88
"453149","Gervin Recipe Booklet","Muntons",0.6
"453206","Woodfordes Starter Kit Real Ale 20 Pint","Other",0.6
"351554","Wine Shrink Capsules 30 pack","Wilko",0.88
"351555","Demijohn Brush","Wilko",0.81
"351583","Gervin Cider Yeast 5g Sachet","Wilko",0.88
"435882","John Bull IPA Brewing Kit 1.8kg","Wilko",0.6
"435883","John Bull Traditional English Ale Brewing Kit1.8kg","Wilko",0.95
"435884","John Bull Best Bitter Brewing Kit 1.8kg","Wilko",0.6
"435886","Woodfordes Admiral Reserve Real Ale Kit 3kgMakes 32 Pints","Wilko",0.6
"435887","Woodfordes Sundew Real Ale KitMakes 40 Pints","Wilko",0.6
"435890","Brewers Multi Purpose Heat Pad","Wilko",0.6
"453041","Kitchen Craft Chalk Board Lables with Chalk 12pk","Wilko",0.8625
"ib00019","Bloke Stuff Chardonnay Starter Kit","Wilko",0.95
