"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"410263","Kilrock Damp Clear Refill Sachets 1kg 2pk","Kilrock","Moisture and Humidity Traps","White","1","1kg",1
"236112","Wilko Door and Window Seal Brown 5m","Wilko","Draught Excluder","Brown","1","5m",1
