"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"135521","Kilrock Damp Clear Moisture Trap","Kilrock","Moisture and Humidity Traps",NA,NA,"500g",0.86
"286004","Kilrock Gel-Safe Moisture Trap","Kilrock","Moisture and Humidity Traps",NA,"1",NA,0.86
"286005","Kilrock Gel-Safe Moisture Trap Refill x 2","Kilrock","Moisture and Humidity Traps",NA,"1","2 Pack",0.93
"286745","Unibond Aero 360 Moisture Absorber 450g","Unibond","Moisture and Humidity Traps",NA,"1pk","450g",0.93
"286746","Unibond Aero 360 Moisture Refill 2x450g","Unibond","Moisture and Humidity Traps",NA,"2pk","2x450g",0.93
"315541","Unibond Humidity Absorber Kit 300g","Unibond","Moisture and Humidity Traps",NA,NA,"300g",0.86
"315542","Unibond Humidity Absorber Refill Tablets 300g 2pk","Unibond","Moisture and Humidity Traps",NA,NA,"300g",0.86
"427654","Unibond Aero 360 Refill 2pk","Unibond","Aero 360 Refill",NA,"2pk","450g x 2",0.93
"147738","Wilko Pipe Insulation 15mmx1m 5pk","Wilko","Pipe Insulation",NA,"1","1m",0.93
"236113","Wilko Door and Window Seal White 5m","Wilko","Draught Excluder",NA,"1","5m",0.93
"286006","Wilko Reflective Radiator Foil 50cmx5m","Wilko","Radiator Reflective Foil",NA,"1","5m x 50cm",0.93
"344882","Wilko Pipe Insulation 1m x 22mm 5pk","Wilko","Pipe Insulation",NA,"1","5x1mx22mm",0.93
"344883","Wilko Self Adhesive Door Strip Brown","Wilko","Draught Excluder",NA,"1",NA,0.86
"344884","Wilko Self Adhesive Door Strip White","Wilko","Draught Excluder",NA,"1",NA,0.86
"5641040","Wilko Condensation Drip Strip 6m","Wilko","Condensation Drip Strip",NA,"1","6m",0.93
"97157","Draught Seal E White SFDP210 6m","Wilko","Draught Seals",NA,"1","6m",0.88
"97160","Wilko Door and Window E Seal Brown 6m","Wilko","Draught Excluder",NA,"1","6m",0.93
"97190","Draught Seal White SFDP12 15m","Wilko","Draught Excluder",NA,NA,"15m",0.81
"97192","Draught Seal P White SFDP220 6m","Wilko","Draught Seals",NA,"1","6m",0.88
"97194","PVC Brush Strip White SFDP02","Wilko","Draught Excluder",NA,"1","840mm",0.88
