"Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"188977","Wilko Quick Dry Stain BlockerWhite 750ml","Wilko","Primer Paint","9mandsup2;","White","1","750ml",1
