"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"326791","Wilko V Groove Mirror 30 x 40cm","Wilko","Decorative Mirror",NA,NA,"30x40cm",0.86
"326814","Wilko White Over Door Mirror","Wilko","Full Length Mirror","White",NA,"Rectangular",0.93
"415649","Wilko All Glass Frame Mirror Large 75 x 105cm","Wilko","Wall Mirror",NA,"1","75 x 105cm",0.93
"415650","Wilko Glitter Frame Mirror Large 60 x 90cm","Wilko","Wall Mirror",NA,"1","Large",0.93
"415651","Wilko Glitter Frame Mirror Medium 40 x 60cm","Wilko","Wall Mirror",NA,"1","Medium",0.93
"415653","Wilko All Glass Dressing Table Mirror43.5 x 56.5cm","Wilko","Dressing Table Mirror",NA,"1",NA,0.86
"415658","Wilko Ornate Mirror Medium Black 50 x 64cm","Wilko","Wall Mirror",NA,"1","Medium",0.93
"415671","Wilko Rococco Mirror Medium White 60 x 80cm","Wilko","Wall Mirror",NA,"1","Medium",0.93
"415672","Wilko Rococco Mirror Large White 76 x 96cm","Wilko","Wall Mirror",NA,"1","Large",0.93
"415673","Wilko Rococco Hall Mirror White 40 x 130cm","Wilko","Hall Mirror",NA,"1",NA,0.86
"415674","Wilko Rococco Cheval Mirror White 44 x 170cm","Wilko","Full Length Mirror",NA,"1",NA,0.86
"416626","Wilko White Frame Mirror 41 x 52cm","Wilko","Wall Mirror",NA,"1",NA,0.86
"416627","Wilko Oak Effect Hall Mirror 41 x 133cm","Wilko","Hall Mirror",NA,"1",NA,0.86
"416628","Wilko Oak Effect Mirror Small 41 x 52cm","Wilko","Wall Mirror",NA,"1","2.4 x 41 x 52cm",0.93
"416629","Wilko Oak Effect Mirror Medium 52 x 62cm","Wilko","Wall Mirror",NA,"1","2.5 x 52 x 62cm",0.93
"416630","Wilko Oak Effect Mirror Large 61 x 81cm","Wilko","Wall Mirror",NA,"1","Large",0.93
"416631","Wilko Oak Effect Mirror Extra Large 71 x 91cm","Wilko","Wall Mirror",NA,"1","Large",0.93
"416632","Wilko Mirror All Glass Frame Medium 60 x 80cm","Wilko","Wall Mirror",NA,"1","Medium",0.93
"436151","Wilko Black Frame Mirror 41 x 52cm","Wilko","Wall Mirror","Black","1",NA,0.93
