"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"340934","Astonish Pro Cleaning Paste 500g","Astonish","Multi-Purpose Cleaner","1","500g",1
"251953","Cif Floor Cleaner Orchid 1L","Cif","Floor Cleaner","1","1L",1
"59553","Cif Cream Cleaner White 500ml","Cif","Multi-Purpose Cleaner","1","500ml",1
"412312","Cillit Bang Black Mould Remover 750ml","Cillit Bang","Multi-Purpose Cleaner","1","750ml",1
"275243","Dettol Floor Cleaning Wipes Green AppleExtra Large 15pk","Dettol","Wipes","15pk","Extra Large",1
"281585","Dettol Antibacterial Cleansing Surface WipesLarge 36pk","Dettol","Wipes","36pk","Large",1
"412316","Dettol Surface Cleanser 750ml","Dettol","Multi-Purpose Cleaner","1","750ml",1
"412319","Dettol Power and Fresh Cleaner Apple 500ml","Dettol","Multi-Purpose Cleaner","1","500ml",1
"412325","Dettol Power and Fresh Wipes Citrus 80pk","Dettol","Wipes","1","80 wipes",1
"412743","Dettol Antibacterial Cleansing Surface Wipes Limeand Mint 84pk","Dettol","Wipes","84","84",1
"429804","Dettol Power and Fresh Sparkling Lemon and LimeBurst 1L","Dettol","Multi-Purpose Cleaner","1","1L",1
"429805","Dettol Power and Fresh Pomegranate and LimeSplash 1L","Dettol","Multi-Purpose Cleaner","1","1L",1
"429807","Dettol Disinfectant Crisp Linen 400ml","Dettol","Disinfectants","1","400ml",1
"429808","Dettol Disinfectant Spray Orchard Blossom400ml","Dettol","Disinfectants","1","400ml",1
"429814","Dettol Power and Fresh Pomegrante andLime Splash Wipes 80pk","Dettol","Multi-Purpose Cleaner","80","80 wipes",1
"271961","Flash Wooden Floors Mandarin and Cedar Wood Liquid1L","Flash","Floor Cleaner","1","1L",1
"278058","Flash Power Mop Multipurpose Cleaning Solution Refill Sea Minerals 1.25L","Flash","Floor Cleaner","1","1.25L",1
"282140","Flash Antibacterial Cleaning Wipes 60pk","Flash","Wipes","60pk","60 wipes",1
"306365","Flash Cleaner All Purpose with Febreze Cotton Fresh 1.3L","Flash","Multi-Purpose Cleaner","1","1.3L",1
"334359","Flash Gel All Purpose Cleaner Crisp Lemon 400ml","Flash","Multi-Purpose Cleaner","1","400ml",1
"334360","Flash Gel All Purpose Cleaner Blossom 400ml","Flash","Multi-Purpose Cleaner","1","400ml",1
"347529","Flash Wipes Antibacterial 10pk","Flash","Wipes","10","10 wipes",1
"414751","Flash With Bleach 3in1 Spray 450ml","Flash","Multi-Purpose Cleaner","1","450ml",1
"414859","Flash All Purpose Cleaner Lemon Spray 469ml","Flash","Multi-Purpose Cleaner","1","469ml",1
"438078","Flash Gel Crisp Lemon Multi Surface Cleaner 885ml","Flash","Multi-Purpose Cleaner","1","885ml",1
"278442","Glade Shake n Vac Lily 500g","Glade","Carpet Cleaners and Fresheners","1","500g",1
"7368040","Jeyes Fluid Muti Purpose Disinfectantfor Outdoor Cleaning 300ml","Jeyes","Multi-Purpose Cleaner","1","300ml",1
"418018","Mr Muscle Power Glass Cleaner 750ml","Mr Muscle","Window and Glass Cleaners","1","750ml",1
"418020","Mr Muscle Advanced Power Antibacterial Spray 750ml","Mr Muscle","Multi-Purpose Cleaner","1","750ml",1
"213687","Mr Sheen Spray and Mop Floor Cleaner Orange andLemon Blossom 500ml","Mr Sheen","Floor Cleaner","1","500ml",1
"73623","Mr Sheen Multi Surface Polish Spring Fresh 300ml","Mr Sheen","Furniture Polish","1","300ml",1
"84054","Neutradol Carpet Deodorizer Vac N Clean Super Fresh 350g","Neutradol","Carpet Cleaners and Fresheners","1","350g",1
"296496","Leather Silk Non Silicone Leather Shine 250ml","Non Silicone","Furniture Polish","1","250ml",1
"193670","Pledge Wood Floors and Furniture Wipes 12pk","Pledge","Wipes","12pk","Extra Large",1
"276154","Pledge Wood Polish Classic 250ml","Pledge","Furniture Polish","1","250ml",1
"276168","Pledge Furniture Polish Lavender 250ml","Pledge","Furniture Polish","1","250ml",1
"276588","Pledge Polish Springtime 250ml","Pledge","Furniture Polish","1","250ml",1
"276597","Pledge  Multi Purpose Polish Jasmine 250ml","Pledge","Furniture Polish","1","250ml",1
"319786","Pledge Polish Original 250ml","Pledge","Furniture Polish","1","250ml",1
"425112","Pledge Extra Care Beeswax Aerosol 250ml","Pledge","Furniture Polish","1","250ml",1
"221895","Toilet Duck Fresh Brush Refill 12pk","Toilet Duck","Wipes","12","12 pk",1
"437717","Vanish Gold Carpet Oxi Spray 500ml","Vanish","Carpet Cleaners and Fresheners","1","500ml",1
"152499","Vax AAA Carpet Care Cleaner Floral Infusion 750ml","Vax","Carpet Cleaners and Fresheners","1","750ml",1
"124284","Wilko Vacuum Freshener Discs Summer 6pk","Wilko","Carpet Cleaners and Fresheners","6","6 pack",1
"185333","Wilko Glass Wipes Smear Free  20pk","Wilko","Window and Glass Cleaners","20","20 wipes",1
"333091","Wilko Furniture Polish Aerosol Spray CherryBlossom and Tonka Bean 250ml","Wilko","Furniture Polish","1","250ml",1
"334402","Wilko Window Cleaner 750ml","Wilko","Window and Glass Cleaners","1","750ml",1
"437734","Wilko Antibacterial Lemon Wipes 6 x 40pk","Wilko","Wipes","40","foil 5.4 g, case 290 g",1
"437981","Wilko Fuji Apple and Apricot Multi SurfaceSpray 750ml","Wilko","Multi-Purpose Cleaner","1","750ml",1
"438089","Wilko Carpet Stain Remover Spray 750ml","Wilko","Carpet Cleaners and Fresheners","1","750ml",1
"439011","Wilko Antibacterial Cleaner Spray 750ml","Wilko","Multi-Purpose Cleaner","1","750ml",1
"439012","Wilko Muti Purpose Lemon and MandarinKitchen Cleaner 750ml","Wilko","Multi-Purpose Cleaner","1","750ml",1
"252172","Windolene Wipes 30pk","Windolene","Wipes","30","30 wipes",1
"429813","Windolene 750ml","Windolene","Window and Glass Cleaners","1","750ml",1
"95044","Wood Silk Non Silicone Furniture Polish with Beeswax 250ml","Wood Silk","Furniture Polish","1","250ml",1
"403692","Zoflora Concentrated Disinfectant 500ml","Zoflora","Disinfectants","1","500ml",1
"417772","Zoflora Non-Odour Neutraliser 120ml","Zoflora","Disinfectants","1","120ml",1
