"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"316255","Febreze Car Freshener Diffuser and RefillFresh Escapes 7ml","Febreze","Air Fresheners","1","7ml",1
"316256","Febreze Car Freshener Diffuser and Refill Blossomand Breeze 7ml","Febreze","Air Fresheners","1","7ml",1
"333479","Febreze Car Vent Clip Air Freshener Blossom and Breeze 2ml","Febreze","Air Fresheners","1","2ml",1
"436077","Febreze Car Freshener Refill Fruity Tropics 7ml","Febreze","Car Air Freshener","1","7ml",1
"450168","Febreze Car Gel Pet Odour","Febreze","Car Air Freshener","1","2ml",1
"450169","Febreze Car Gel Thai Orchid","Febreze","Car Air Freshener","1","2ml",1
"450592","Febreze Car Diffuser Unit Anti Tobacco","Febreze","Car Air Freshener","1","7ml",1
"450593","Febreze Car Diffuser Refill Anti Tobacco","Febreze","Car Air Freshener","1","7ml",1
"450788","Febreze Car Air Freshener Refill Vanilla Bouquet 7ml","Febreze","Car Air Freshener","1","7ml",1
"450789","Febreze Car Air Freshener Starter Kit Vanilla Bouquet 7ml","Febreze","Car Air Freshener","1","7ml",1
"286872","Pongo Air Freshener Smiley 3 Pk","Pongo","Air Fresheners","1","3Pack",1
"450154","Star Wars Car Air Freshener Assorted","Star Wars","Car Air Freshener","1pk","7.5 x 0.02 x 7cm",1
"450155","Star Wars 3D Car Air Freshener Vent Clip Assorted","Star Wars","Car Air Freshener","1pk","4.5 x 2.5 x 4.5cm",1
"431277","Yankee Candle Jar Car Freshener Pink Sands","Yankee Candle","Car Air Freshener","1","11cm",1
"431278","Yankee Candle Jar Car Freshener Fluffy Towels","Yankee Candle","Car Air Freshener","1","11cm",1
