"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"428733","Defenders Mega Sonic Cat Repellent","Defenders","Animal Repellents",NA,"1",NA,0.86
"283371","Big Cheese Block Bait 15g","The Big Cheese","Rodenticides",NA,"12","15g",0.88
"342236","Big Cheese All Weather Bait 50 Blocks","The Big Cheese","Rodenticides",NA,"50",NA,0.81
"428735","Big Cheese Rat Trap Baited Ready To Use","The Big Cheese","Rodenticides",NA,"1","17.6cm x 8.3cm x 2.3cm",0.88
"441548","Big Cheese Ultra Power Bait Mouse Killer","The Big Cheese","Rodenticides",NA,"2pk","6.5cm x 12.5cm x 22.5cm",0.88
"448694","Big Cheese Fresh Baited Mouse Trap RTU","The Big Cheese","Rodenticides",NA,"2pk","10cm x 4.5cm x 2.0cm",0.88
"448677","Growing Success Slug Killer 575g","Westland","Bug Killers",NA,"1","575g",0.88
"300410","Wilko Slug Killer 840g","Wilko","Slug Control",NA,"1","840g",0.93
"330910","Wilko Cat Repeller Granules 500g","Wilko","Animal Repellents",NA,NA,"500g",0.86
"330913","Wilko Mouse and Rat Killer 15sachet","Wilko","Rodenticides",NA,NA,"225g",0.86
"416334","Doff Cat & Dog Repellent Spray 1L","Wilko","Animal Repellents",NA,NA,"1L",0.81
"416336","Doff Cat & Dog  Repellent Spikes 4pk","Wilko","Animal Repellents",NA,"4PK",NA,0.81
