"Article","Web Description","Brand","DQ Score"
"454614","Glitterati Sequin Cushion Bronze 30 x 30cm","Arthouse",0.6
"454616","Glitterati Sequin Cushion Silver 30 x 30cm","Arthouse",0.8
"454617","Glitterati Sequin Cushion Gold 45 x 45cm","Arthouse",0.8
"454618","Glitterati Sequin Cushion Midnight Blue 45 x 45cm","Arthouse",0.8
"454620","Glitterati Sequin Cushion Black 43 x 43cm","Arthouse",0.8
"454621","Glitterati Sequin Cushion Fuschia 43 x 43cm","Arthouse",0.8
"454623","Glitterati Sequin Cushion Red 43 x 43cm","Arthouse",0.8
"427957","Cole and Mason Style Salt and Pepper Set","Cole & Mason",0.81
"427958","Cole and Mason Beehive Shaker Set","Cole & Mason",0.81
"427959","Cole and Mason Capstan Salt and Pepper Set","Cole & Mason",0.81
