"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"178551","Wilko Salt and Pepper Set","Wilko","Salt and Pepper Sets","Clear","2","Set",1
"325473","Wilko Floral Cushion Red 43 x 43cm","Wilko","Patterned Cushion","Red",NA,"43x43cm",1
"325498","Wilko Faux Mongolian Red 43 x 43cm","Wilko","Mongolian Cushion","Red",NA,"43x43cm",1
"325499","Wilko Faux Mongolian Cushion Natural 43 x 43cm","Wilko","Mongolian Cushion","Cream",NA,"43x43cm",1
"325500","Wilko Faux Mongolian Green 43 x 43cm","Wilko","Mongolian Cushion","Green",NA,"43x43cm",1
"328805","Wilko Madison Cutlery Set 16 Piece","Wilko","Cutlery Sets","Silver","16pcs","16 Piece Set",1
"328829","Wilko Lexington Cutlery Set 16 Piece","Wilko","Cutlery Sets","Silver","16pcs","16 Piece Set",1
"328884","Wilko Como Cutlery Set 24 Piece","Wilko","Cutlery Sets","Silver","24pcs","24 Piece Set",1
"447291","Wilko Serving Spoons 2 Piece","Wilko","Spoons","Silver","2","2 piece",1
"447295","Wilko Steak Knives 6 Pack","Wilko","Steak Knives","Silver","6","Handle W - 1.5cm, Blade W - 1.8cm, H - 22cm, 70gm",1
"447297","Wilko Hanging Cutlery 32 Piece","Wilko","Cutlery","Silver","32","teaspoon 13.7cm, spoon 19.4cm, fork 19.4cm, knife",1
"455642","Wilko Herringbone Throw Duck Egg 127 x 152cm","Wilko","Throws","Blue","1","127 x 152cm",1
"455645","Wilko Herringbone Cushion Duck Egg 43x43cm","Wilko","Cushions","Blue",NA,"43 x 43cm",1
"455659","Wilko LED Cushion Red 43x43cm","Wilko","Cushions","Red","1","43 x 43cm",1
"455660","Wilko LED Cushion Silver 43x43cm","Wilko","Cushions","Silver","1","43 x 43cm",1
"455661","Wilko Scandi Red Cushion 43 x 43cm","Wilko","Cushions","Red","1","43 x 43cm",1
"302949","Wilko Functional Knives Stainless Steel 6pk","Wilko Functional","Knife","Silver","6pcs","6 Piece Set",1
