"Article","Web Description","Brand","DQ Score"
"303998","Max Factor 2000 Calorie Mascara Black","Maxfactor",0.95
"312302","Max Factor Mini Nail Polish Sun Pink 005","Maxfactor",0.95
"312305","Max Factor Mini Nail Polish Red Carpet 011","Maxfactor",0.95
"312307","Max Factor Mini Nail Polish Deep Mauve 013","Maxfactor",0.95
"312311","Max Factor Cremepuff Pressed Powder Transparent 5","Maxfactor",0.95
"312312","Max Factor Cremepuff Pressed Powder Beige 13","Maxfactor",0.95
"312313","Max Factor Cremepuff Pressed Powder Tempting Touch53","Maxfactor",0.95
"312314","Max Factor Cremepuff Pressed Powder Candle Glow 55","Maxfactor",0.95
"312317","Max Factor Mastertouch Concealer Ivory 303","Maxfactor",0.95
"312318","Max Factor Mastertouch Concealer Fair 306","Maxfactor",0.95
"312319","Max Factor Mastertouch Concealer Beige 309","Maxfactor",0.95
"312324","Max Factor Finity Compact Foundation Porcelain 1","Maxfactor",0.95
"312325","Max Factor Finity Compact Foundation Ivory 2","Maxfactor",0.95
"312326","Max Factor Finity Compact Foundation Natural 3","Maxfactor",0.95
"312327","Max Factor Finity Compact Foundation Sand 5","Maxfactor",0.95
"312330","Max Factor Pan Stick Fair 25","Maxfactor",0.95
"312345","Max Factor Colour Adapt Foundation Creamy Ivory 40","Maxfactor",0.95
"312347","Max Factor Colour Adapt Foundation Natural 70","Maxfactor",0.95
"312348","Max Factor Colour Adapt Foundation Golden 75","Maxfactor",0.95
"312349","Max Factor Miracle Touch Liquid IllusionFoundation Creamy Ivory 40","Maxfactor",0.95
"312366","Max Factor Kohl Eyeliner Pencil Black 20","Maxfactor",0.95
"312367","Max Factor Kohl Eyeliner Pencil Charcoal 50","Maxfactor",0.95
"312368","Max Factor Kohl Eyeliner Pencil Brown 30","Maxfactor",0.95
"312372","Max Factor 2000 Calorie Dramatic VolumeMascara Brown Black","Maxfactor",0.95
"312373","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",0.95
"312374","Max Factor False Lash Effect Mascara WaterproofBlack","Maxfactor",0.95
"312377","Max Factor Masterpiece Mascara Brown/Black","Maxfactor",0.95
"312378","Max Factor Masterpiece Mascara Black","Maxfactor",0.95
"312379","Max Factor Masterpiece Mascara Waterproof Black","Maxfactor",0.95
"312385","Max Factor Masterpiece Max Black","Maxfactor",0.95
"312386","Max Factor False Lash Effect Mascara Brown Black","Maxfactor",0.95
"312387","Max Factor False Lash Effect Mascara Black","Maxfactor",0.95
"312399","Max Factor Elixir Lipstick English Rose 510","Maxfactor",0.95
"312411","Max Factor Colour Elixir Lipstick 610 Angel Pink","Maxfactor",0.95
"312413","Max Factor Elixir Lipstick Ruby 715","Maxfactor",0.95
"312415","Max Factor Elixir Lipstick Pink Brandy 825","Maxfactor",0.95
"312416","Max Factor Elixir Lipstick Coral 827","Maxfactor",0.95
"312417","Max Factor Elixir Lipstick Rose 830","Maxfactor",0.95
"312420","Max Factor Elixir Lipstick Raisin 894","Maxfactor",0.95
"312423","Max Factor Lasting Performance Foundation Fair 100","Maxfactor",0.95
"312424","Max Factor Lasting Performance FoundationPastelle 102","Maxfactor",0.95
"312425","Max Factor Lasting Performance FoundationSoft Beige 105","Maxfactor",0.95
"312426","Max Factor Lasting Performance Foundation NaturalBeige 106","Maxfactor",0.95
"312428","Max Factor Lasting Performance Foundation NaturalBronze 109","Maxfactor",0.95
"312438","Max Factor Lipfinity Moisturising Top Coat","Maxfactor",0.95
"312439","Max Factor Lipfinity Lip Colour Angelic 20","Maxfactor",0.95
"312440","Max Factor Lipfinity Lip Colour Vivacious 40","Maxfactor",0.95
"312441","Max Factor Lipfinity Lip Colour Spicy 70","Maxfactor",0.95
"312442","Max Factor Lipfinity Lip Colour Passionate 110","Maxfactor",0.95
"312443","Max Factor Lipfinity Lip Colour Hot 120","Maxfactor",0.95
"312445","Max Factor Lipfinity Lip Colour Cool 30","Maxfactor",0.95
"312446","Max Factor Lipfinity Lip Colour Glowing 16","Maxfactor",0.95
"318942","Max Factor 2000 Calorie Mascara Waterproof Black","Maxfactor",0.95
"324785","Max Factor Face Finity All Day FlawlessFoundation 3in1 Golden 75","Maxfactor",0.95
"324786","Max Factor Face Finity All Day FlawlessFoundation 3in1 Natural 50","Maxfactor",0.95
"324787","Max Factor Face Finity All Day FlawlessFoundation 3in1 Almond 45","Maxfactor",0.95
"324788","Max Factor Face Finity All Day FlawlessFoundation 3in1 Beige 55","Maxfactor",0.95
"336321","Max Factor Glossfinity Nail Polish Rose Petal 45","Maxfactor",0.95
"336325","Max Factor Glossfinity Nail PolishRed Passion 110","Maxfactor",0.95
"336326","Max Factor Glossfinity Nail Polish Ruby Fruit 185","Maxfactor",0.95
"336327","Max Factor False Lash Effect Clump DefyMascara Black","Maxfactor",0.95
"400906","Max Factor False Lash Effect Fusion Mascara Black","Maxfactor",0.95
"400948","Max Factor Creme Puff Compact Natural","Maxfactor",0.95
"400949","Max Factor Creme Puff Compact Golden","Maxfactor",0.95
"400956","Max Factor Lipfinity Lip Colour Just In Love 335","Maxfactor",0.95
"400964","Max Factor Glossfinity Nail Polish FlushedRose 75","Maxfactor",0.95
"400981","Max Factor Max Effect Mini Nail Polish Plum 24","Maxfactor",0.95
"400982","Max Factor Max Effect Mini Nail Polish Orange 25","Maxfactor",0.95
"400989","Max Factor Max Effect Mini Nail Polish Lollipop 33","Maxfactor",0.95
"400991","Max Factor Max Effect Mini Nail Polish CandyBlue 35","Maxfactor",0.95
"400994","Max Factor Max Effect Mini Nail Polish PurpleHaze 38","Maxfactor",0.95
"401000","Max Factor Glossfinity Nail Polish Candy Rose 50","Maxfactor",0.95
"401001","Max Factor Glossfinity Nail Polish Cute Coral 70","Maxfactor",0.95
"408857","Max Factor Glossfinity Gel Shine Nail PolishGleaming Teal 45","Maxfactor",0.95
"408858","Max Factor Glossfinity Gel Shine Nail PolishRadiant Ruby 50","Maxfactor",0.95
"408860","Max Factor Glossfinity Gel Shine Nail PolishSheen Merlot 60","Maxfactor",0.95
"408863","Max Factor Clump Defy Extensions Mascara Black","Maxfactor",0.95
"414734","Max Factor Creme Puff Blush Lovely Pink 5","Maxfactor",0.95
"414735","Max Factor Creme Puff Blush Nude Mauve 10","Maxfactor",0.95
"414736","Max Factor Creme Puff Blush Seductive Pink 15","Maxfactor",0.95
"425950","Max Factor Lipfinity Longlasting LipstickEvermore Sublime 20","Maxfactor",0.95
"425951","Max Factor Lipfinity Longlasting LipstickEver Sumptuous 25","Maxfactor",0.95
"425952","Max Factor Lipfinity Longlasting LipstickAlways Chic 40","Maxfactor",0.95
"425953","Max Factor Lipfinity Longlasting LipstickEver So Vivid 45","Maxfactor",0.95
"450857","Max Factor Natural Brow Styler 01 Clear","Maxfactor",0.95
