"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"454153","Wilko Viscose Mop with Handle Teal","Wilko","Mops",NA,"1",NA,"Viscose, Plastic coated Steel, Polypropylene",0.883333333333333
"454154","Wilko Viscose Mop Refill","Wilko","Mop Heads and Refills",NA,"1",NA,NA,0.825
"454155","Wilko Mop Bucket with Wringer White","Wilko","Buckets",NA,"1",NA,"Polypropylene",0.883333333333333
"454156","Wilko Mop Bucket with Wringer Teal","Wilko","Buckets",NA,"1",NA,"Polypropylene",0.883333333333333
"454157","Wilko Soft Indoor Broom with Handle White","Wilko","Indoor Brooms and Brushes",NA,"1",NA,"Plastic",0.883333333333333
"454158","Wilko Soft Indoor Broom with Handle Teal","Wilko","Indoor Brooms and Brushes",NA,"1",NA,"Polypropylene, Hydrophilic Sponge, Steel",0.883333333333333
"454159","Wilko Sponge Mop with Handle White","Wilko","Mops",NA,"1",NA,"Polypropylene, Hydrophilic Sponge, Steel",0.883333333333333
"454160","Wilko Sponge Mop with Handle Teal","Wilko","Mops",NA,NA,NA,"Polypropylene, Hydrophilic Sponge, Steel",0.825
"454161","Wilko Sponge Mop Refill","Wilko","Mop Heads and Refills",NA,"1",NA,"Polypropylene, Hydrophilic Sponge",0.883333333333333
"456348","Wilko Water Fed Window Cleaner","Wilko","Window Squeegee",NA,"1",NA,NA,0.9125
"456349","Wilko Handheld Window Cleaner with Bottle","Wilko","Window Squeegee",NA,"1",NA,NA,0.9125
"456351","Wilko Microfibre Window Cleaning Sponge","Wilko","Window and Glass Cleaners",NA,"1",NA,NA,0.9125
"456352","Wilko Window Wiper with Cleaning Cloth","Wilko","Window Squeegee",NA,"1",NA,NA,0.9125
"65818","Wilko Galvanised Mop Bucket Silver","Wilko","Buckets","Silver","1","13L",NA,0.941666666666667
"66135","Wilko Traditional Sink Plunger Large","Wilko","Sink Plungers","Multi","1","Large",NA,0.941666666666667
"98352","Wilko Plunger Hand Grip Sink Black/White","Wilko","Sink Plungers","Multi","1","Small",NA,0.941666666666667
"191511","Wilko Tough Scrubbing Brush Assorted","Wilko Functional","Scrubbing Brushes","Multi","1","Small",NA,0.891666666666667
