"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"267274","Wilko Telescopic Window Cleaning Set  5 Piece","Wilko","Window Cleaning Set",NA,"5pcs","1.2m",1
"300115","Wilko Socket Mop Head Large","Wilko","Mop Heads and Refills","White","1","Large",1
"456353","Wilko Window Wiper 355mm","Wilko","Window Squeegee",NA,"1","355mm",1
