"Article","Web Description","Brand","DQ Score"
"437058","Hertiage Cotton Mop","Charles Bentley",0.95
"437059","Heritage Housekeepers Box","Charles Bentley",0.95
"437060","Heritage Metal Mop Bucket","Charles Bentley",0.95
"437061","Heritage Hand Shovel","Charles Bentley",0.95
"437062","Heritage Handled Feather Duster","Charles Bentley",0.95
"437063","Heritage Handled Dustpan Set","Charles Bentley",0.95
"437064","Heritage Dustpan and Brush Set","Charles Bentley",0.95
"437065","Heritage Wooden Clothes Pegs","Charles Bentley",0.95
"437066","Heritage Peg Caddy","Charles Bentley",0.95
"437069","Heritage Long Handled Radiator Brush","Charles Bentley",0.95
"441963","Heritage Wooden Nail Brush","Charles Bentley",0.95
"454203","Packmate Flat Vacuum Storage Bags Medium 4pk","Pack Mate",0.8
"454205","Packmate High Volume Vacuum Storage Bags Large 2pk","Pack Mate",0.85
"454208","Packmate Hanging Vacuum Storage Bag with Cover","Pack Mate",0.85
"454209","Packmate Flat Vacuum Storage Bags 4pk","Pack Mate",0.8
"191511","Wilko Tough Scrubbing Brush Assorted","Wilko Functional",0.891666666666667
