"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Age","Model Number","DQ Score"
"CLE","AIR","178606","Air Wick Plug In Refill Air FreshenerCrisp Linen and Lilac","Air Wick","14.9CM","7.3CM","4.3CM","Refills","17ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","182755","Air Wick Air Freshener Electric Refill Lavender17ml","Air Wick","15.0CM","7.4CM","4.1CM","Refills","21ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","225215","Air Wick Colours of Nature Freshmatic RefillPurple Lavender Meadow 250ml","Air Wick","14.7CM","6.7CM","6.7CM","Refills","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","237316","Air Wick Freshmatic Colours of Nature RefillWhite Vanilla Bean 250ml","Air Wick","14.7CM","6.7CM","6.7CM","Refills","250ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","244594","Air Wick Freshmatic Max Refill Touch of LuxuryCrisp Linen and Lilac 250ml","Air Wick","15.0CM","6.4CM","6.4CM","Refills","250ml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","258375","Air Wick Freshmatic Max Refill Touch of LuxurySmooth Satin and Moon Lily","Air Wick","14.7CM","6.7CM","6.7CM","Refills","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","293403","Air Wick Plug Refill Vanilla Bean","Air Wick","15.0CM","7.4CM","4.1CM","Refills","17ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"CLE","AIR","293477","Air Wick Air Freshener Crisp Linen and Lilac 240ml","Air Wick","23.2CM","5.2CM","5.2CM","Room Sprays","240ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","293478","Air Wick Air Freshener Purple Lavender 240ml","Air Wick","23.2CM","5.2CM","5.2CM","Room Sprays","240ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","333110","Air Wick Electrical Plug In Twin Refill AirFreshener Crisp Linen & Lilac","Air Wick","15.0CM","11.5CM","5.5CM","Refills","2x17ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"CLE","AIR","333111","Air Wick Electric Air Freshener Twin Refill PurpleLavender","Air Wick","15.0CM","11.5CM","5.5CM","Refills","2x17ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"CLE","AIR","346442","Air Wick Freshmatic Max Automatic Spray GadgetWhite","Air Wick","21.5CM","9.1CM","9.1CM","Units",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","346443","Air Wick Freshmatic Max Air Freshener Gadget Stone","Air Wick","20.6CM","9.1CM","9.1CM","Units",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","403509","Air Wick Candle White Vanilla Bean","Air Wick","7.9CM","7.3CM","7.4CM","Branded Candles",NA,"Multi","1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"CLE","AIR","411909","Air Wick Reed Diffuser Crisp Linen and Lilac 25ml","Air Wick","20.3CM","8.0CM","5.4CM","Branded Reed Diffusers","25ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","420419","Air wick Wax Melt Complete Mulled Wine By The Fire","Air Wick","16.3CM","13.5CM","7.9CM","Wax Melts Holder",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","420421","Air Wick Wax Melt Refill Mulled Wine by the Fire6pk","Air Wick","16.2CM","8.0CM","2.0CM","Wax Melt Refills",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","420422","Air Wick Life Scents Wax Melts Refill SummerDelights 6pk","Air Wick","16.2CM","8.0CM","2.0CM","Wax Melt Refills",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","420424","Air Wick Life Scents Wax Melts Refill TurquoiseOasis 6pk","Air Wick","16.2CM","8.0CM","2.0CM","Wax Melt Refills",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.86
"CLE","AIR","420426","Air Wick Pure Air Freshener Mulled Wine 250ml","Air Wick","17.2CM","6.5CM","6.5CM","Room Sprays",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","420427","Air Wick Pure Air Freshener Spray Cherry Blossom250ml","Air Wick","17.2CM","6.5CM","6.5CM","Room Sprays",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","420428","Air Wick Pure Air Freshener Aerosol Spring Delight250ml","Air Wick","17.2CM","6.5CM","6.5CM","Room Sprays","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","420429","Air Wick Pure Air Freshener Aerosol MediterraneanSun 250ml","Air Wick","17.2CM","6.5CM","6.5CM","Room Sprays","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","420430","Air Wick Pure Ar Freshener Aerosol White Vanilla250ml","Air Wick","17.2CM","6.5CM","6.5CM","Room Sprays","250ml",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","426232","Air Wick Freshmatic Max Air Freshener Refill CrispLinen 2 Pack","Air Wick","15.6CM","14.3CM","6.6CM","Refills","500ml",NA,"2pk",NA,NA,NA,NA,NA,NA,NA,NA,1
"CLE","AIR","426233","Air Wick Freshmatic Twin Refill Mulled Wine 500ml","Air Wick","15.0CM","13.2CM","6.6CM","Refills",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"CLE","AIR","429179","Air Wick Candle Pink Sweet Pea","Air Wick","7.9CM","7.3CM","7.4CM","Branded Candles","105g",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.93
