"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"218337","Style Works Stainless Steel Stock Pot","Style Works","Stockpots","Silver","1","24cm",1
"328642","Tefal Stir Fry Pan 28cm","Tefal","Frying Pans","Grey","1","28cm",1
"328643","Tefal Casserole Pan","Tefal","Casserole","Grey","1","24cm",1
"328813","Tefal Frying Pan 24cm","Tefal","Frying Pans","Grey","1","24cm",1
"328816","Tefal Frying Pan 28cm","Tefal","Frying Pans","Grey","1","28cm",1
"328819","Tefal Saute Pan 26cm","Tefal","Saute Pans","Grey","1","26cm",1
"328909","Tefal Frying Pan 32cm","Tefal","Frying Pans","Grey","1","32cm",1
"221116","Wilko Functional Non Stick Frying Pan 24cm Black","Wilko","Frying Pans","Grey","1","24cm",1
"221117","Wilko Frying Pan Aluminium 28cm Black","Wilko","Frying Pans","Grey","1","28cm",1
"221120","Wilko Frying Pan With Lid Aluminium 28cm Black","Wilko","Frying Pans","Grey","1","28cm",1
"230844","Wilko Saucepan Set Stainless Steel 5pcs","Wilko","Saucepan Sets","Silver","1","5 Piece",1
"260991","Wilko Kitchen Saucepan With Lid Stainless Steel 16cm","Wilko","Saucepans","Silver","1","16cm",1
"260996","Wilko Saucepan Stainless Steel 18cm","Wilko","Saucepans","Silver","1","18cm",1
"260997","Wilko Kitchen Saucepan With Glass Lid Stainless Steel 20cm","Wilko","Saucepans","Silver","1","20cm",1
"279279","Wilko Griddle Pan Aluminium 28cm","Wilko","Griddle Pans","Black","1","28cm",1
"318402","Wilko Long Handled Wok Black 35cm","Wilko","Woks","Black","1","35cm",1
"322498","Wilko Stock Pot 12L","Wilko","Stockpots","Pink","1","12L",1
"328644","Wilko Die Cast Frying Pan Aluminium 28cm","Wilko","Frying Pans","Grey","1","28cm",1
"328822","Wilko Die Cast Casserole Square Aluminium 20cm","Wilko","Casserole","Grey","1","20cm",1
"328823","Wilko Die Cast Casserole Square Aluminium 28cm","Wilko","Casserole","Grey","1","28cm",1
"328825","Wilko Die Cast Wok Aluminium 32cm","Wilko","Woks","Grey","1","32cm",1
"328910","Wilko Die Cast Casserole Square Aluminium 24cm","Wilko","Casserole","Grey","1","24cm",1
"453015","Wilko Stand Mixer Copper Effect 4.5L","Wilko","Mixers","Metal","1","26.8 x 42 x 34.9cm",1
"142516","Wilko Functional Wok Black 24cm","Wilko Functional","Woks","Black","1","24cm",1
