"Article","Web Description","Brand","Type","Colour","Age","Size","DQ Score"
"425806","Rolly Kiddy Classic Tractor And  Trailer","Rolly","Ride On","Blue","2.5 - 5 years","Dimensions of assembled tractor with trailer 134 x",1
