"Article","Web Description","DQ Score"
"441628","Brut Gift Set For MenShower Gel And Deodorant",0.825
"442665","Lynx Gift Set for Men Africac/w Elite Headphones",0.766666666666667
"441421","Nivea Men Impact Gift Set Exclusive",0.766666666666667
"441431","Nivea Pure Care Moments",0.716666666666667
"442671","TONI & GUY Large Glamour Wash Bag",0.766666666666667
"438034","Kiss Pamper Bag",0.716666666666667
"438035","Kiss Gel Nail Set",0.716666666666667
"456723","Botanica Manicure Set",0.716666666666667
"456747","Wilko Botanica Body Souffle",0.766666666666667
"456748","Wilko Botanica Handcare Set",0.766666666666667
"456749","Botanica Luxury Bath and Body Set",0.716666666666667
"456750","Botanica Luxury Pamper Set",0.716666666666667
"456751","Botanica Hand Care Collection",0.716666666666667
"456752","Botanica Trio of Treats",0.716666666666667
"456753","Glow Essentials Cosmetic Bag",0.716666666666667
"456754","Glow Indulgent Pamper Set",0.716666666666667
"456755","Glow Hand Duo Set",0.716666666666667
"456756","Glow Luxury Body Set",0.716666666666667
"456757","Glow Footcare Set",0.716666666666667
"456758","Glow Miniatures Set",0.716666666666667
"456759","Botanica Hand Duo",0.716666666666667
"456760","Botanica Travel Bag",0.716666666666667
"456761","Botanica Bath Salts",0.716666666666667
"456762","Botanica Bath Fizzer",0.716666666666667
"456763","Botanica Bath Foam Bauble 150ml",0.775
"456764","Kiss Weekend Rucksack",0.716666666666667
"456765","Botanica Mirror",0.716666666666667
"456766","Glow Cosmetic Brush Collection",0.716666666666667
"456767","Kiss Double Mascara",0.775
"456768","Kiss Duo Eyebrow Pencil Brown",0.716666666666667
"456769","Kiss Compact Eye Pallet",0.716666666666667
"456770","Kiss False Eyelashes",0.716666666666667
"456771","Kiss Duo Lip Gloss",0.775
"456773","Kiss Blush & Glow Cheek Palette",0.716666666666667
"456775","Kiss Party Eye Palette",0.716666666666667
"456777","Kiss Cosmetic Brush Set Tin",0.716666666666667
"456778","Kiss Strobe and Contour Set",0.716666666666667
"456779","Kiss Eyebrow Set",0.716666666666667
"456781","Kiss Large Accessories Kit",0.716666666666667
"456782","Kiss Cosmetic Kit",0.716666666666667
"456783","Kiss Foundation Blotter",0.716666666666667
"456904","Botanica Green Floral Scarf",0.891666666666667
"456905","Botanica Purple Flower Scarf",0.891666666666667
"456906","Glow Pen and Stylus",0.833333333333333
"456907","Kiss Camera Bag",0.833333333333333
"456908","Botanica Hanging Heart Decoration",0.716666666666667
"456910","Botanica Cosmetic Mirror",0.716666666666667
"456936","Glow Notebook A5 2pk",0.716666666666667
"456937","Glow Diary",0.716666666666667
"457484","Botanica Bath Confetti",0.716666666666667
