"Article","Web Description","DQ Score"
"303391","Nivea Pure and Natural Soothing Day Cream 50ml",0.95
"304155","Nivea Pure and Natural Moisturising Day Cream 50ml",0.95
"433559","Olay Total Effects Feather Weight Moisturiser 50ml",0.8625
