"Article","Web Description","Brand","DQ Score"
"333052","ELHO Pure Planter Round High Anthracite 35cm","Elho International",0.95
"333054","ELHO Pure Planter Round High Anthracite 45cm","Elho International",0.95
"407851","Greenhurst Trellis Planter With Solar LightVerdigris","Gablemere",0.95
"407852","Greenhurst Trellis Planter with Solar Lighs BronzeEffect","Gablemere",0.95
"434003","Greenhurst Georgina Style Planters 4pk Chocolate","Gablemere",0.88
"434004","Greenhurst Georgina Style Planters 4pk Black","Gablemere",0.88
"434010","Greenhurst Wenlock Planter 4pk Grey","Gablemere",0.95
