"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"437266","Wax Lyrical Reed Diffuser Mediterranean Orange 100","Wax Lyrical","Reed Diffusers",NA,"1","100ml",NA,1
"437267","Wax Lyrical Reed Diffuser Mediterranean Orange 50m","Wax Lyrical","Reed Diffusers",NA,"1","50ml",NA,1
"437270","Wax Lyrical Reed Diffuser Red Cherry 100ml","Wax Lyrical","Reed Diffusers",NA,"1","100ml",NA,1
"437271","Wax Lyrical Reed Diffuser Red Cherry 50ml","Wax Lyrical","Reed Diffusers",NA,"1","50ml",NA,1
"437274","Wax Lyrical Reed Diffuser Fresh Linen 100ml","Wax Lyrical","Reed Diffusers",NA,"1","100ml",NA,1
"437275","Wax Lyrical Reed Diffuser Fresh Linen 50ml","Wax Lyrical","Reed Diffusers",NA,"1","50ml",NA,1
"455624","Wax Lyrical Vanilla Diffuser 50ml","Wax Lyrical","Reed Diffusers",NA,"1","4.3CM X 5.5CM X 15.2CM",NA,1
"181735","Wilko Chrysanthemum Flower Bunch Orange","Wilko","Artificial Bunch","Orange","1","Single",NA,1
"247143","Wilko Flower Bunch Lilac and Cream","Wilko","Artificial Bunch","Purple","1","Single",NA,1
"258504","Wilko Pom Pom Flower Teal Single Stem","Wilko","Artificial Single Stem","Green","1","Single",NA,1
"258505","Wilko Pom Pom Single Stem Flower Green","Wilko","Artificial Single Stem","Green","1","Single",NA,1
"258507","Wilko Pom Pom Cream Single Stem","Wilko","Artificial Single Stem","Cream","1","Single",NA,1
"258533","Wilko Flower Bunch Red","Wilko","Artificial Bunch","Red","1","Single",NA,1
"258541","Wilko Floral Pick Bunch Cream","Wilko","Artificial Bunch","Cream","1","Single",NA,1
"258582","Wilko Mixed Flower Bunch Orange","Wilko","Artificial Bunch","Multi","1","Single",NA,1
"258585","Wilko Flower Bush Gyposilia Blossom","Wilko","Artificial Bunch","Multi","1","Single",NA,1
"258618","Wilko Flower Bunch Pink and Yellow","Wilko","Artificial Bunch","Pink","1","Single",NA,1
"267768","Wilko Pom Pom Black Single Stem","Wilko","Artificial Single Stem","Black","1","Single",NA,1
"267769","Wilko Pom Pom White Single Stem","Wilko","Artificial Single Stem","White","1","Single",NA,1
"274701","Wilko Gebera Single Stem Flower Cream","Wilko","Artificial Single Stem","Cream","1","Single",NA,1
"274703","Wilko Peony Single Stem Flower Cream","Wilko","Artificial Single Stem","Cream","1","Single",NA,1
"292919","Wilko Reed Diffuser Vanilla 70ml","Wilko","Reed Diffusers",NA,NA,NA,NA,1
"292921","Wilko Reed Diffuser Red Fruit 70ml","Wilko","Reed Diffusers",NA,NA,NA,NA,1
"292925","Wilko Candle Plates Glass Clear 2pk","Wilko","Candles Holders","Clear","2pk","2 Pack",NA,1
"296291","Wilko Tealights 8 Hour Burn Time 30pk","Wilko","Tealights","White","30pk","Bag of 30",NA,1
"304026","Wilko Candles Taper Ivory 10pk","Wilko","Tapered Candle","Cream","10pk","20cm",NA,1
"327585","Wilko Feather Dried Grass Grey Multi-Stem","Wilko","Artificial Grass","Grey","3pk","3 Pack",NA,1
"327586","Wilko Feather Dried Grass Orange Multi-Stem","Wilko","Artificial Grass","Orange","3pk","3 Pack",NA,1
"327587","Wilko Feather Dried Grass Green Multi-Stem","Wilko","Artificial Grass","Green","3pk","3 Pack",NA,1
"327592","Wilko Feather Dried Grass Black Multi-Stem","Wilko","Artificial Grass","Black","1","1 Stem",NA,1
"327596","Wilko Orchid White Single Stem","Wilko","Artificial Single Stem","White","1","Single",NA,1
"327602","Wilko Single Stem Gerbera Orange","Wilko","Artificial Single Stem","Orange","1","Single",NA,1
"327728","Wilko Dahlia Bunch Yellow","Wilko","Artificial Bunch","Yellow","1","Single",NA,1
"327732","Wilko Tulip Bunch Cream","Wilko","Artificial Bunch","Cream","1","Single",NA,1
"327794","Wilko Single Stem Pom Pom Flower Yellow","Wilko","Artificial Single Stem","Yellow","1","Single",NA,1
"341083","Wilko Scented Pillar Candle Cotton 6 x 9.5cm","Wilko","Pillar Candle","Blue",NA,"6x9.5cm","Wax, wick, fragrance",1
"341084","Wilko Scented Pillar Candle Lavender Fields7 x 14.5cm","Wilko","Fragranced Candles","Purple","1","7x14.5cm",NA,1
"341085","Wilko Scented Pillar Candle Cotton 7 x 14.50cm","Wilko","Pillar Candle","Blue",NA,"7x14.5cm","Wax, wick, fragrance",1
"341096","Wilko Tealight Lavender Field 30pk","Wilko","Tealights","Purple","1","30 Pack",NA,1
"341098","Wilko Tealight Cotton 30pk","Wilko","Tealights","Blue",NA,"30 Pack","Wax, wick, fragrance",1
"341102","Wilko Church Candle White 7 x 12.5cm","Wilko","Pillar Candle","White","1","7x12.5cm",NA,1
"341103","Wilko Church Candle White 7 x 20cm","Wilko","Pillar Candle","White","1","7x20cm",NA,1
"341144","Wilko Reed Diffuser Crisp Melon and Rhubarb 70ml","Wilko","Reed Diffusers",NA,"1","70ml",NA,1
"341145","Wilko Reed Diffuser Tropical Passion Fruit andBlueberry 70ml","Wilko","Reed Diffusers",NA,"1","70ml",NA,1
