"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"274682","Wilko Super Soft Single Duvet 13.5 Tog","Wilko","13.5 Tog Duvet","White","1","Single","Polyester",1
"274683","Wilko Polycotton Double Duvet 13.5 Tog","Wilko","13.5 Tog Duvet","White","1","Double","100% Polyester",1
"274684","Wilko Super Soft King Size Duvet 13.5 Tog","Wilko","13.5 Tog Duvet","White","1","Kingsize","100% Polyester",1
"324821","Wilko Ultra Bounce Single Duvet 10.5 Tog","Wilko","10.5 Tog Duvet","White","1","Single","100% Polyester Cover, 100% Polyester Filling",1
"324822","Wilko Ultra Bounce Double Duvet 10.5 Tog","Wilko","10.5 Tog Duvet","White","1","Double","100% Polyester Cover, 100% Polyester Filling",1
"324823","Wilko Ultra Bounce King Size Duvet 10.5 Tog","Wilko","10.5 Tog Duvet","White","1","Kingsize","100% Polyester Cover, 100% Polyester Filling",1
"324824","Wilko Anti-Allergy Single Duvet 10.5Tog","Wilko","10.5 Tog Duvet","White","1","Single","100% Polyester Cover, 100% Polyester Filling",1
"324825","Wilko Anti-Allergy Double Duvet 10.5 Tog","Wilko","10.5 Tog Duvet","White","1","Double","100% Polyester Cover, 100% Polyester Filling",1
"324826","Wilko Anti-Allergy King Size Duvet 10.5Tog","Wilko","10.5 Tog Duvet","White","1","Kingsize","100% Polyester Cover, 100% Polyester Filling",1
"326426","Wilko Functional Single Duvet 13.5 Tog","Wilko Functional","13.5 Tog Duvet","White","1","Single","100% Polypropylene Cover, 100% Polyester Filling",1
"326428","Wilko Functional Double Duvet 13.5 Tog","Wilko Functional","13.5 Tog Duvet","White","1","Double","100% Polypropylene Cover, 100% Polyester Filling",1
"326429","Wilko Functional King Size Duvet 13.5 Tog","Wilko Functional","13.5 Tog Duvet","White","1","Kingsize","100% Polypropylene Cover, 100% Polyester Filling",1
