"PSA_1","PSA_2","Article","Web Description","DQ Score"
"FOO","SXM","443330","Lindt Teddy Adorable Advent Calendar 250g",0.6
"FOO","XMS","444574","Cadbury Assortment Carton 468g",0.6
"FOO","XMS","444136","McVitie's Family Circle Biscuits 670g",0.55
